target,query_id,query,pmid,publication_year,journal,title,query_date_utc,truncated
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",15919103,2005,Virology,Antibody responses against wild-type yellow fever virus and the 17D vaccine strain: characterization with human monoclonal antibody fragments and neutralization escape variants.,2026-05-01T06:38:30Z,0
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",16963758,2006,The Journal of general virology,Role of the yellow fever virus structural protein genes in viral dissemination from the Aedes aegypti mosquito midgut.,2026-05-01T06:38:30Z,0
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",18579176,2008,Virology,Comprehensive analysis of T cell epitope discovery strategies using 17DD yellow fever virus structural proteins and BALB/c (H2d) mice model.,2026-05-01T06:38:30Z,0
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",19799147,2009,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,[Study on E protein epitopes and primary identification of main yellow virus].,2026-05-01T06:38:30Z,0
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",19818466,2009,Virology,Structure of yellow fever virus envelope protein domain III.,2026-05-01T06:38:30Z,0
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",20536361,2010,The Journal of infectious diseases,Sequential immunization with heterologous chimeric flaviviruses induces broad-spectrum cross-reactive CD8+ T cell responses.,2026-05-01T06:38:30Z,0
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",21264311,2011,PloS one,A broadly flavivirus cross-neutralizing monoclonal antibody that recognizes a novel epitope within the fusion loop of E protein.,2026-05-01T06:38:30Z,0
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",21619598,2011,Virology journal,Yellow fever virus envelope protein expressed in insect cells is capable of syncytium formation in lepidopteran cells and could be used for immunodetection of YFV in human sera.,2026-05-01T06:38:30Z,0
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",23174601,2012,Nan fang yi ke da xue xue bao = Journal of Southern Medical University,[Screening and identification of dengue virus type 2-specific antigens].,2026-05-01T06:38:30Z,0
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",23479674,2013,"Protein engineering, design & selection : PEDS",Thermodynamic stability of domain III from the envelope protein of flaviviruses and its improvement by molecular design.,2026-05-01T06:38:30Z,0
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",24049183,2013,Journal of virology,Yellow fever vaccination elicits broad functional CD4+ T cell responses that recognize structural and nonstructural proteins.,2026-05-01T06:38:30Z,0
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",24884467,2014,BMC infectious diseases,Distinguishing West Nile virus infection using a recombinant envelope protein with mutations in the conserved fusion-loop.,2026-05-01T06:38:30Z,0
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",26878841,2016,The Journal of general virology,A newly discovered flavivirus in the yellow fever virus group displays restricted replication in vertebrates.,2026-05-01T06:38:30Z,0
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",27126613,2016,Antiviral research,A humanized monoclonal antibody neutralizes yellow fever virus strain 17D-204 in vitro but does not protect a mouse model from disease.,2026-05-01T06:38:30Z,0
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",27307452,2016,Clinical and vaccine immunology : CVI,Development and Characterization of Monoclonal Antibodies to Yellow Fever Virus and Application in Antigen Detection and IgM Capture Enzyme-Linked Immunosorbent Assay.,2026-05-01T06:38:30Z,0
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",27993855,2017,Antimicrobial agents and chemotherapy,Obatoclax Inhibits Alphavirus Membrane Fusion by Neutralizing the Acidic Environment of Endocytic Compartments.,2026-05-01T06:38:30Z,0
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",28837840,2017,Journal of virological methods,Development of a recombinant yellow fever vector expressing a HIV clade C founder envelope gp120.,2026-05-01T06:38:30Z,0
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",29330423,2018,Scientific reports,T cell immunity to Zika virus targets immunodominant epitopes that show cross-reactivity with other Flaviviruses.,2026-05-01T06:38:30Z,0
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",30413742,2018,Scientific reports,High-throughput neutralization assay for multiple flaviviruses based on single-round infectious particles using dengue virus type 1 reporter replicon.,2026-05-01T06:38:30Z,0
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",30564463,2018,NPJ vaccines,A yellow fever-Zika chimeric virus vaccine candidate protects against Zika infection and congenital malformations in mice.,2026-05-01T06:38:30Z,0
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",30625326,2019,Cell reports,Double Lock of a Human Neutralizing and Protective Monoclonal Antibody Targeting the Yellow Fever Virus Envelope.,2026-05-01T06:38:30Z,0
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",31246538,2019,"Vector borne and zoonotic diseases (Larchmont, N.Y.)",Seroreactivity to Chikungunya and West Nile Viruses in Rwandan Blood Donors.,2026-05-01T06:38:30Z,0
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",31530669,2019,mBio,Role of Zika Virus Envelope Protein Domain III as a Target of Human Neutralizing Antibodies.,2026-05-01T06:38:30Z,0
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",31682201,2020,Viral immunology,Structure-Function of the Yellow Fever Virus Envelope Protein: Analysis of Antibody Epitopes.,2026-05-01T06:38:30Z,0
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",31888285,2019,Viruses,"Zika Virus Surveillance at the Human-Animal Interface in West-Central Brazil, 2017-2018.",2026-05-01T06:38:30Z,0
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",32132233,2020,Journal of virology,T Cell Responses Induced by Attenuated Flavivirus Vaccination Are Specific and Show Limited Cross-Reactivity with Other Flavivirus Species.,2026-05-01T06:38:30Z,0
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",32152119,2020,Proceedings of the National Academy of Sciences of the United States of America,Longitudinal dynamics of the human B cell response to the yellow fever 17D vaccine.,2026-05-01T06:38:30Z,0
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",32801077,2020,Current opinion in virology,Mapping the diverse structural landscape of the flavivirus antibody repertoire.,2026-05-01T06:38:30Z,0
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",33198381,2020,Viruses,Identification of Novel Yellow Fever Class II Epitopes in YF-17D Vaccinees.,2026-05-01T06:38:30Z,0
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",34994279,2023,Journal of biomolecular structure & dynamics,Modeling mRNA-based vaccine YFV.E1988 against yellow fever virus E-protein using immuno-informatics and reverse vaccinology approach.,2026-05-01T06:38:30Z,0
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",35215941,2022,Viruses,High-Throughput Platform for Detection of Neutralizing Antibodies Using Flavivirus Reporter Replicon Particles.,2026-05-01T06:38:30Z,0
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",35322047,2022,NPJ vaccines,Impact of yellow fever virus envelope protein on wild-type and vaccine epitopes and tissue tropism.,2026-05-01T06:38:30Z,0
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",35420472,2022,mBio,Isolation of a Potently Neutralizing and Protective Human Monoclonal Antibody Targeting Yellow Fever Virus.,2026-05-01T06:38:30Z,0
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",35887153,2022,International journal of molecular sciences,New Anti-Flavivirus Fusion Loop Human Antibodies with Zika Virus-Neutralizing Potential.,2026-05-01T06:38:30Z,0
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",36199277,2022,Innovation (Cambridge (Mass.)),A neutralizing-protective supersite of human monoclonal antibodies for yellow fever virus.,2026-05-01T06:38:30Z,0
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",36736575,2023,International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases,Antibody cross-reactivity and evidence of susceptibility to emerging Flaviviruses in the dengue-endemic Brazilian Amazon.,2026-05-01T06:38:30Z,0
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",37808865,2023,medRxiv : the preprint server for health sciences,Detection of anti-premembrane antibody as a specific marker of four flavivirus serocomplexes and its application to serosurveillance in endemic regions.,2026-05-01T06:38:30Z,0
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",38051433,2023,"Journal, genetic engineering & biotechnology",Exploring structural antigens of yellow fever virus to design multi-epitope subunit vaccine candidate by utilizing an immuno-informatics approach.,2026-05-01T06:38:30Z,0
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",38163752,2024,Emerging microbes & infections,Detection of anti-premembrane antibody as a specific marker of four flavivirus serocomplexes and its application to serosurveillance in endemic regions.,2026-05-01T06:38:30Z,0
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",38819991,2024,Cell reports,Human antibodies in Mexico and Brazil neutralizing tick-borne flaviviruses.,2026-05-01T06:38:30Z,0
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",40019254,2025,Journal of virology,A single residue in domain II of envelope protein of yellow fever virus is critical for neutralization sensitivity.,2026-05-01T06:38:30Z,0
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",40249431,2025,"Methods in molecular biology (Clifton, N.J.)",Detection of Viral Particles in Paraffinized Tissues and Cell Culture by Indirect Immunofluorescence.,2026-05-01T06:38:30Z,0
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",40975348,2025,International journal of biological macromolecules,A retrospective computational validation of a clinically evaluated recombinant envelope protein tetravalent dengue vaccine.,2026-05-01T06:38:30Z,0
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",41006244,2025,Nature communications,A single residue in the yellow fever virus envelope protein modulates virion architecture and antigenicity.,2026-05-01T06:38:30Z,0
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",41162706,2026,Nature,Multiple LDLR family members act as entry receptors for yellow fever virus.,2026-05-01T06:38:30Z,0
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",41768706,2026,ACS omega,Computational Insights into the Structural Dynamics of the E Protein's DIII Domain in Brazilian Yellow Fever Virus: Implications of Amino Acid Variations on Protein Plasticity and Potential Impact on Vaccine Efficacy.,2026-05-01T06:38:30Z,0
YFV_E,Y1,"(""yellow fever virus""[Title/Abstract] OR YFV[Title/Abstract]) AND (""envelope""[Title/Abstract] OR ""E protein""[Title/Abstract] OR ""EDIII""[Title/Abstract] OR ""fusion loop""[Title/Abstract]) AND (escape[Title/Abstract] OR neutralization[Title/Abstract] OR epitope[Title/Abstract] OR antigenic[Title/Abstract])",42060779,2026,Journal of clinical microbiology,Identification of multiple arbovirus infections/exposure in Northeastern Brazil using a multiplex microsphere immunoassay.,2026-05-01T06:38:30Z,0
YFV_E,Y2,"(""yellow fever vaccine"" OR ""17D"") AND (mutation OR epitope) AND envelope",1389107,1992,Biologicals : journal of the International Association of Biological Standardization,Variation in the biological function of envelope protein epitopes of yellow fever vaccine viruses detected with monoclonal antibodies.,2026-05-01T06:38:30Z,0
YFV_E,Y2,"(""yellow fever vaccine"" OR ""17D"") AND (mutation OR epitope) AND envelope",1566570,1992,Virology,Heterogeneity in envelope protein sequence and N-linked glycosylation among yellow fever virus vaccine strains.,2026-05-01T06:38:30Z,0
YFV_E,Y2,"(""yellow fever vaccine"" OR ""17D"") AND (mutation OR epitope) AND envelope",1689367,1990,The Journal of general virology,Identification of monoclonal antibodies that distinguish between 17D-204 and other strains of yellow fever virus.,2026-05-01T06:38:30Z,0
YFV_E,Y2,"(""yellow fever vaccine"" OR ""17D"") AND (mutation OR epitope) AND envelope",1693159,1990,The Journal of infectious diseases,Immunogenicity of a purified fragment of 17D yellow fever envelope protein.,2026-05-01T06:38:30Z,0
YFV_E,Y2,"(""yellow fever vaccine"" OR ""17D"") AND (mutation OR epitope) AND envelope",1710651,1991,The Journal of general virology,17D yellow fever vaccine virus envelope protein expressed by recombinant baculovirus is antigenically indistinguishable from authentic viral protein.,2026-05-01T06:38:30Z,0
YFV_E,Y2,"(""yellow fever vaccine"" OR ""17D"") AND (mutation OR epitope) AND envelope",1842415,1991,Memorias do Instituto Oswaldo Cruz,Molecular analysis of yellow fever virus 17DD vaccine strain.,2026-05-01T06:38:30Z,0
YFV_E,Y2,"(""yellow fever vaccine"" OR ""17D"") AND (mutation OR epitope) AND envelope",2230735,1990,The Journal of general virology,Attenuation of wild-type yellow fever virus by passage in HeLa cells.,2026-05-01T06:38:30Z,0
YFV_E,Y2,"(""yellow fever vaccine"" OR ""17D"") AND (mutation OR epitope) AND envelope",2410549,1985,The Journal of general virology,Examination of the immunological relationships between flaviviruses using yellow fever virus monoclonal antibodies.,2026-05-01T06:38:30Z,0
YFV_E,Y2,"(""yellow fever vaccine"" OR ""17D"") AND (mutation OR epitope) AND envelope",2421479,1986,Virology,Topographical analysis of epitope relationships on the envelope glycoprotein of yellow fever 17D vaccine and the wild type Asibi parent virus.,2026-05-01T06:38:30Z,0
YFV_E,Y2,"(""yellow fever vaccine"" OR ""17D"") AND (mutation OR epitope) AND envelope",2446422,1987,Virology,Location of a neutralization determinant in the E protein of yellow fever virus (17D vaccine strain).,2026-05-01T06:38:30Z,0
YFV_E,Y2,"(""yellow fever vaccine"" OR ""17D"") AND (mutation OR epitope) AND envelope",2472467,1989,The Journal of general virology,Use of a monoclonal antibody specific for wild-type yellow fever virus to identify a wild-type antigenic variant in 17D vaccine pools.,2026-05-01T06:38:30Z,0
YFV_E,Y2,"(""yellow fever vaccine"" OR ""17D"") AND (mutation OR epitope) AND envelope",2479185,1989,Vaccine,Examination of the envelope glycoprotein of yellow fever vaccine viruses with monoclonal antibodies.,2026-05-01T06:38:30Z,0
YFV_E,Y2,"(""yellow fever vaccine"" OR ""17D"") AND (mutation OR epitope) AND envelope",3944585,1986,The Journal of general virology,Lethal 17D yellow fever encephalitis in mice. I. Passive protection by monoclonal antibodies to the envelope proteins of 17D yellow fever and dengue 2 viruses.,2026-05-01T06:38:30Z,0
YFV_E,Y2,"(""yellow fever vaccine"" OR ""17D"") AND (mutation OR epitope) AND envelope",6187129,1983,Virology,"Monoclonal antibodies distinguish between wild and vaccine strains of yellow fever virus by neutralization, hemagglutination inhibition, and immune precipitation of the virus envelope protein.",2026-05-01T06:38:30Z,0
YFV_E,Y2,"(""yellow fever vaccine"" OR ""17D"") AND (mutation OR epitope) AND envelope",6208313,1984,The Journal of general virology,Analysis of 17D yellow fever virus envelope protein epitopes using monoclonal antibodies.,2026-05-01T06:38:30Z,0
