pathogen,scoring,detector,family,mcc_layer_a,mcc_layer_c,f1_layer_a,f1_layer_c,n_detected,n_gt_a,n_gt_c
Dengue,EqualWeight,KDE(p=75),KDE,0.021274,-0.15703,0.095238,0.070352,123,24,76
Dengue,EqualWeight,KDE(p=80),KDE,0.004728,-0.157852,0.081967,0.045977,98,24,76
Dengue,EqualWeight,KDE(p=85),KDE,-0.016492,-0.11773,0.061224,0.053333,74,24,76
Dengue,EqualWeight,SlidingTest(p=0.01),SlidingTest,0.06908,-0.098773,0.126582,0.045802,55,24,76
Dengue,EqualWeight,SlidingTest(p=0.05),SlidingTest,0.098421,-0.124833,0.150538,0.041379,69,24,76
Dengue,EqualWeight,GradPeak(p=0.2),GradPeak,0.119994,-0.055199,0.125,0.0,8,24,76
Dengue,EqualWeight,GradPeak(p=0.5),GradPeak,0.0,0.0,0.0,0.0,0,24,76
Dengue,EqualWeight,LocalContrast(z=1.0),LocalContrast,-0.004077,0.116374,0.073394,0.26087,85,24,76
Dengue,EqualWeight,LocalContrast(z=1.5),LocalContrast,-0.063905,0.117035,0.0,0.196429,36,24,76
Dengue,EqualWeight,LocalContrast(z=2.0),LocalContrast,-0.037465,0.139747,0.0,0.134831,13,24,76
Dengue,EqualWeight,"CUSUM(d=0.3,h=3.0)",CUSUM,0.092041,-0.007158,0.133333,0.061856,21,24,76
Dengue,EqualWeight,"CUSUM(d=0.5,h=4.0)",CUSUM,-0.029237,-0.055199,0.0,0.0,8,24,76
Dengue,EqualWeight,"CUSUM(d=0.5,h=5.0)",CUSUM,-0.025268,0.054818,0.0,0.04878,6,24,76
Dengue,EqualWeight,AdaptiveKnee,AdaptiveKnee,0.003137,0.061467,0.063492,0.156522,39,24,76
Dengue,EqualWeight,ScoreDBSCAN(ep=8),ScoreDBSCAN,0.036106,-0.089711,0.104575,0.126829,129,24,76
Dengue,EqualWeight,ScoreDBSCAN(ep=15),ScoreDBSCAN,0.027323,-0.001886,0.098446,0.255708,362,24,76
Dengue,EqualWeight,Spectral(z=1.5),Spectral,0.052454,0.048458,0.111111,0.16129,48,24,76
Dengue,EqualWeight,Spectral(z=2.0),Spectral,0.052378,0.059952,0.093023,0.105263,19,24,76
Dengue,EqualWeight,Bayes(prior=0.1),Bayes,0.0,0.0,0.0,0.0,0,24,76
Dengue,EqualWeight,Bayes(prior=0.15),Bayes,0.0,0.0,0.0,0.0,0,24,76
Dengue,EqualWeight,AdaptWin(s=90),AdaptWin,0.124716,0.047377,0.155689,0.237443,143,24,76
Dengue,EqualWeight,AdaptWin(s=85),AdaptWin,0.136357,0.064833,0.146939,0.26936,221,24,76
Dengue,EqualWeight,FreqThresh(p=80),FreqThresh,0.052007,0.081745,0.114754,0.241379,98,24,76
Dengue,EqualWeight,FreqThresh(p=85),FreqThresh,0.062732,0.071203,0.122449,0.213333,74,24,76
Dengue,EqualWeight,FreqThresh(p=90),FreqThresh,0.081951,0.045101,0.136986,0.16,49,24,76
Dengue,EqualWeight,FreqThresh(p=95),FreqThresh,-0.009647,0.028758,0.040816,0.09901,25,24,76
Dengue,EqualWeight,"SWAN(w=10,k=1.0)",SWAN,0.086716,-0.096269,0.134146,0.12963,140,24,76
Dengue,EqualWeight,"SWAN(w=10,k=1.5)",SWAN,0.108928,-0.076361,0.152672,0.120219,107,24,76
Dengue,EqualWeight,"SWAN(w=10,k=2.0)",SWAN,0.044051,-0.011379,0.107527,0.137931,69,24,76
Dengue,EqualWeight,"SWAN(w=20,k=1.0)",SWAN,0.089322,-0.023105,0.137931,0.172589,121,24,76
Dengue,EqualWeight,"SWAN(w=20,k=1.5)",SWAN,0.103084,-0.02985,0.148148,0.160428,111,24,76
Dengue,EqualWeight,"SWAN(w=20,k=2.0)",SWAN,0.159721,-0.124787,0.196078,0.051948,78,24,76
Dengue,EqualWeight,"SWAN(w=50,k=1.0)",SWAN,0.108783,0.046037,0.144444,0.241379,156,24,76
Dengue,EqualWeight,"SWAN(w=50,k=1.5)",SWAN,0.131739,-0.129361,0.164384,0.090909,122,24,76
Dengue,EqualWeight,"SWAN(w=50,k=2.0)",SWAN,0.139051,-0.120953,0.170213,0.093264,117,24,76
Dengue,EqualWeight,MutClust-Orig(g=10),MutClust-Orig,0.0,0.0,0.093385,0.268551,490,24,76
Dengue,tranception,Wavelet(t=1.0),Wavelet,-0.078136,-0.000427,0.018519,0.1625,84,24,76
Dengue,tranception,Wavelet(t=1.5),Wavelet,-0.033126,-0.107151,0.03125,0.017241,40,24,76
Dengue,tranception,Wavelet(t=2.0),Wavelet,-0.05692,-0.107462,0.0,0.0,29,24,76
Dengue,tranception,KDE(p=75),KDE,-0.065957,-0.196035,0.040816,0.040201,123,24,76
Dengue,tranception,KDE(p=80),KDE,-0.042551,-0.157852,0.04918,0.045977,98,24,76
Dengue,tranception,KDE(p=85),KDE,-0.069307,-0.11773,0.020408,0.053333,74,24,76
Dengue,tranception,SlidingTest(p=0.01),SlidingTest,0.033871,-0.109112,0.092308,0.017094,41,24,76
Dengue,tranception,SlidingTest(p=0.05),SlidingTest,-0.043544,-0.201553,0.04878,0.011429,99,24,76
Dengue,tranception,GradPeak(p=0.2),GradPeak,-0.020785,0.044101,0.050633,0.167939,55,24,76
Dengue,tranception,GradPeak(p=0.5),GradPeak,0.014476,0.064821,0.070175,0.146789,33,24,76
Dengue,tranception,LocalContrast(z=1.0),LocalContrast,0.078839,0.02428,0.134615,0.179487,80,24,76
Dengue,tranception,LocalContrast(z=1.5),LocalContrast,0.04026,0.086549,0.096774,0.175439,38,24,76
Dengue,tranception,LocalContrast(z=2.0),LocalContrast,-0.044318,0.096148,0.0,0.12766,18,24,76
Dengue,tranception,"CUSUM(d=0.3,h=3.0)",CUSUM,0.052378,-0.027652,0.093023,0.042105,19,24,76
Dengue,tranception,"CUSUM(d=0.5,h=4.0)",CUSUM,-0.017812,-0.033628,0.0,0.0,3,24,76
Dengue,tranception,"CUSUM(d=0.5,h=5.0)",CUSUM,-0.017812,-0.033628,0.0,0.0,3,24,76
Dengue,tranception,AdaptiveKnee,AdaptiveKnee,0.079689,0.060434,0.135135,0.174603,50,24,76
Dengue,tranception,ScoreDBSCAN(ep=8),ScoreDBSCAN,-0.108101,0.025108,0.023256,0.223214,148,24,76
Dengue,tranception,ScoreDBSCAN(ep=15),ScoreDBSCAN,-0.069935,-0.099166,0.075949,0.223714,371,24,76
Dengue,tranception,Spectral(z=1.5),Spectral,0.031848,0.070197,0.090909,0.169492,42,24,76
Dengue,tranception,Spectral(z=2.0),Spectral,0.048765,0.111061,0.090909,0.145833,20,24,76
Dengue,tranception,Bayes(prior=0.1),Bayes,0.0,0.0,0.0,0.0,0,24,76
Dengue,tranception,Bayes(prior=0.15),Bayes,0.0,0.0,0.0,0.0,0,24,76
Dengue,tranception,AdaptWin(s=90),AdaptWin,0.035832,-0.034863,0.104265,0.197719,187,24,76
Dengue,tranception,AdaptWin(s=85),AdaptWin,0.019951,-0.150903,0.097087,0.171745,285,24,76
Dengue,tranception,FreqThresh(p=80),FreqThresh,0.075647,-0.016913,0.131148,0.16092,98,24,76
Dengue,tranception,FreqThresh(p=85),FreqThresh,0.062732,0.02397,0.122449,0.173333,74,24,76
Dengue,tranception,FreqThresh(p=90),FreqThresh,0.050431,0.063893,0.109589,0.176,49,24,76
Dengue,tranception,FreqThresh(p=95),FreqThresh,0.033326,0.10562,0.081633,0.158416,25,24,76
Dengue,tranception,"SWAN(w=10,k=1.0)",SWAN,-0.007827,-0.159135,0.083333,0.119403,192,24,76
Dengue,tranception,"SWAN(w=10,k=1.5)",SWAN,0.013379,-0.146476,0.092784,0.113821,170,24,76
Dengue,tranception,"SWAN(w=10,k=2.0)",SWAN,9.5e-05,-0.080821,0.079365,0.11236,102,24,76
Dengue,tranception,"SWAN(w=20,k=1.0)",SWAN,-0.036381,-0.244298,0.070796,0.071942,202,24,76
Dengue,tranception,"SWAN(w=20,k=1.5)",SWAN,-0.054506,-0.209625,0.055249,0.060086,157,24,76
Dengue,tranception,"SWAN(w=20,k=2.0)",SWAN,-0.054113,-0.203499,0.044776,0.021505,110,24,76
Dengue,tranception,"SWAN(w=50,k=1.0)",SWAN,-0.075729,-0.234473,0.04878,0.062257,181,24,76
Dengue,tranception,"SWAN(w=50,k=1.5)",SWAN,-0.075729,-0.234473,0.04878,0.062257,181,24,76
Dengue,tranception,"SWAN(w=50,k=2.0)",SWAN,-0.069602,-0.223689,0.050505,0.064,174,24,76
Dengue,tranception,MutClust-Orig(g=10),MutClust-Orig,0.0,0.0,0.093385,0.268551,490,24,76
Dengue,stability,Wavelet(t=1.0),Wavelet,0.034839,-0.072538,0.10101,0.092715,75,24,76
Dengue,stability,Wavelet(t=1.5),Wavelet,0.061021,-0.055697,0.117647,0.066667,44,24,76
Dengue,stability,Wavelet(t=2.0),Wavelet,0.128464,0.011532,0.170213,0.080808,23,24,76
Dengue,stability,KDE(p=75),KDE,0.021274,-0.118025,0.095238,0.100503,123,24,76
Dengue,stability,KDE(p=80),KDE,0.052007,-0.11557,0.114754,0.08046,98,24,76
Dengue,stability,KDE(p=85),KDE,0.08914,-0.070496,0.142857,0.093333,74,24,76
Dengue,stability,SlidingTest(p=0.01),SlidingTest,0.1098,-0.058608,0.121212,0.0,9,24,76
Dengue,stability,SlidingTest(p=0.05),SlidingTest,0.052454,-0.046368,0.111111,0.080645,48,24,76
Dengue,stability,GradPeak(p=0.2),GradPeak,0.00725,-0.058988,0.08,0.105263,76,24,76
Dengue,stability,GradPeak(p=0.5),GradPeak,-0.00513,-0.035978,0.058824,0.083333,44,24,76
Dengue,stability,LocalContrast(z=1.0),LocalContrast,0.054786,0.026781,0.116505,0.180645,79,24,76
Dengue,stability,LocalContrast(z=1.5),LocalContrast,0.00858,-0.012612,0.066667,0.089286,36,24,76
Dengue,stability,LocalContrast(z=2.0),LocalContrast,0.00595,0.036208,0.047619,0.085106,18,24,76
Dengue,stability,"CUSUM(d=0.3,h=3.0)",CUSUM,0.029441,0.011184,0.057143,0.045977,11,24,76
Dengue,stability,"CUSUM(d=0.5,h=4.0)",CUSUM,-0.017812,0.038643,0.0,0.025316,3,24,76
Dengue,stability,"CUSUM(d=0.5,h=5.0)",CUSUM,-0.010263,0.105545,0.0,0.025974,1,24,76
Dengue,stability,AdaptiveKnee,AdaptiveKnee,0.018309,0.040002,0.086957,0.180556,68,24,76
Dengue,stability,ScoreDBSCAN(ep=8),ScoreDBSCAN,0.01049,-0.009382,0.067797,0.09009,35,24,76
Dengue,stability,ScoreDBSCAN(ep=15),ScoreDBSCAN,0.039354,-0.002665,0.104167,0.148649,72,24,76
Dengue,stability,Spectral(z=1.5),Spectral,-0.01542,0.093966,0.053333,0.204724,51,24,76
Dengue,stability,Spectral(z=2.0),Spectral,0.030648,0.12493,0.08,0.176471,26,24,76
Dengue,stability,Bayes(prior=0.1),Bayes,-0.013978,0.019922,0.077348,0.223176,157,24,76
Dengue,stability,Bayes(prior=0.15),Bayes,0.031002,-0.015241,0.10101,0.234957,273,24,76
Dengue,stability,AdaptWin(s=90),AdaptWin,-0.003541,0.043225,0.043478,0.102041,22,24,76
Dengue,stability,AdaptWin(s=85),AdaptWin,0.000351,0.043353,0.070588,0.175182,61,24,76
Dengue,stability,FreqThresh(p=80),FreqThresh,-0.009699,0.013596,0.056338,0.130081,47,24,76
Dengue,stability,FreqThresh(p=85),FreqThresh,-0.009699,0.013596,0.056338,0.130081,47,24,76
Dengue,stability,FreqThresh(p=90),FreqThresh,0.01151,0.048163,0.05,0.086957,16,24,76
Dengue,stability,FreqThresh(p=95),FreqThresh,0.017838,0.061878,0.052632,0.088889,14,24,76
Dengue,stability,"SWAN(w=10,k=1.0)",SWAN,0.082829,0.108367,0.12973,0.28692,161,24,76
Dengue,stability,"SWAN(w=10,k=1.5)",SWAN,0.022165,0.000339,0.094488,0.178771,103,24,76
Dengue,stability,"SWAN(w=10,k=2.0)",SWAN,0.108443,-0.035266,0.16,0.094488,51,24,76
Dengue,stability,"SWAN(w=20,k=1.0)",SWAN,0.020266,0.018838,0.096618,0.23166,183,24,76
Dengue,stability,"SWAN(w=20,k=1.5)",SWAN,0.062315,-0.076633,0.11976,0.146119,143,24,76
Dengue,stability,"SWAN(w=20,k=2.0)",SWAN,0.067771,-0.022039,0.126126,0.147239,87,24,76
Dengue,stability,"SWAN(w=50,k=1.0)",SWAN,0.030997,-0.022398,0.101563,0.220779,232,24,76
Dengue,stability,"SWAN(w=50,k=1.5)",SWAN,-0.017941,-0.046352,0.073171,0.166667,140,24,76
Dengue,stability,"SWAN(w=50,k=2.0)",SWAN,0.003137,-0.042678,0.063492,0.069565,39,24,76
Dengue,stability,MutClust-Orig(g=10),MutClust-Orig,0.114037,-0.032304,0.153846,0.164103,119,24,76
Dengue,stability_structural,Wavelet(t=1.0),Wavelet,0.016866,-0.060002,0.086022,0.096552,69,24,76
Dengue,stability_structural,Wavelet(t=1.5),Wavelet,0.063294,-0.053188,0.119403,0.067227,43,24,76
Dengue,stability_structural,Wavelet(t=2.0),Wavelet,0.066344,-0.008327,0.115385,0.076923,28,24,76
Dengue,stability_structural,KDE(p=75),KDE,0.064889,-0.105023,0.122449,0.110553,123,24,76
Dengue,stability_structural,KDE(p=80),KDE,0.028368,-0.073289,0.098361,0.114943,98,24,76
Dengue,stability_structural,KDE(p=85),KDE,-0.042899,-0.023263,0.040816,0.133333,74,24,76
Dengue,stability_structural,SlidingTest(p=0.01),SlidingTest,0.071047,-0.043503,0.068966,0.0,5,24,76
Dengue,stability_structural,SlidingTest(p=0.05),SlidingTest,0.083923,-0.096942,0.135593,0.018018,35,24,76
Dengue,stability_structural,GradPeak(p=0.2),GradPeak,0.0,0.0,0.0,0.0,0,24,76
Dengue,stability_structural,GradPeak(p=0.5),GradPeak,0.0,0.0,0.0,0.0,0,24,76
Dengue,stability_structural,LocalContrast(z=1.0),LocalContrast,0.061101,0.037068,0.121212,0.18543,75,24,76
Dengue,stability_structural,LocalContrast(z=1.5),LocalContrast,0.00858,0.008996,0.066667,0.107143,36,24,76
Dengue,stability_structural,LocalContrast(z=2.0),LocalContrast,0.017838,0.061878,0.052632,0.088889,14,24,76
Dengue,stability_structural,"CUSUM(d=0.3,h=3.0)",CUSUM,0.157103,0.011184,0.171429,0.045977,11,24,76
Dengue,stability_structural,"CUSUM(d=0.5,h=4.0)",CUSUM,0.103408,0.110914,0.074074,0.050633,3,24,76
Dengue,stability_structural,"CUSUM(d=0.5,h=5.0)",CUSUM,-0.014528,0.060994,0.0,0.025641,2,24,76
Dengue,stability_structural,AdaptiveKnee,AdaptiveKnee,0.037363,0.076447,0.1,0.19697,56,24,76
Dengue,stability_structural,ScoreDBSCAN(ep=8),ScoreDBSCAN,0.00595,0.006239,0.047619,0.06383,18,24,76
Dengue,stability_structural,ScoreDBSCAN(ep=15),ScoreDBSCAN,0.054522,-0.024692,0.112676,0.097561,47,24,76
Dengue,stability_structural,Spectral(z=1.5),Spectral,-0.00193,0.110474,0.060606,0.20339,42,24,76
Dengue,stability_structural,Spectral(z=2.0),Spectral,0.030648,0.07463,0.08,0.137255,26,24,76
Dengue,stability_structural,Bayes(prior=0.1),Bayes,-0.002114,0.018652,0.08284,0.217195,145,24,76
Dengue,stability_structural,Bayes(prior=0.15),Bayes,0.042004,0.005857,0.105263,0.243323,261,24,76
Dengue,stability_structural,AdaptWin(s=90),AdaptWin,0.092041,0.132018,0.133333,0.164948,21,24,76
Dengue,stability_structural,AdaptWin(s=85),AdaptWin,0.124089,0.060489,0.172414,0.145455,34,24,76
Dengue,stability_structural,FreqThresh(p=80),FreqThresh,0.057551,0.050759,0.109091,0.130841,31,24,76
Dengue,stability_structural,FreqThresh(p=85),FreqThresh,0.03905,0.064841,0.085106,0.121212,23,24,76
Dengue,stability_structural,FreqThresh(p=90),FreqThresh,0.064714,0.079884,0.1,0.108696,16,24,76
Dengue,stability_structural,FreqThresh(p=95),FreqThresh,0.045378,0.078259,0.0625,0.071429,8,24,76
Dengue,stability_structural,"SWAN(w=10,k=1.0)",SWAN,0.0795,0.102305,0.12766,0.283333,164,24,76
Dengue,stability_structural,"SWAN(w=10,k=1.5)",SWAN,0.050657,0.037136,0.113821,0.205714,99,24,76
Dengue,stability_structural,"SWAN(w=10,k=2.0)",SWAN,0.142882,-0.00102,0.190476,0.104348,39,24,76
Dengue,stability_structural,"SWAN(w=20,k=1.0)",SWAN,0.019288,0.017011,0.096154,0.230769,184,24,76
Dengue,stability_structural,"SWAN(w=20,k=1.5)",SWAN,0.075339,-0.069554,0.128205,0.144231,132,24,76
Dengue,stability_structural,"SWAN(w=20,k=2.0)",SWAN,0.100912,-0.025952,0.150943,0.139241,82,24,76
Dengue,stability_structural,"SWAN(w=50,k=1.0)",SWAN,0.038506,-0.042357,0.104839,0.206667,224,24,76
Dengue,stability_structural,"SWAN(w=50,k=1.5)",SWAN,-0.007751,-0.00643,0.065934,0.13986,67,24,76
Dengue,stability_structural,"SWAN(w=50,k=2.0)",SWAN,0.00141,-0.045382,0.0625,0.068966,40,24,76
Dengue,stability_structural,MutClust-Orig(g=10),MutClust-Orig,0.0,0.0,0.0,0.0,0,24,76
Dengue,freq_with_indel,Wavelet(t=1.0),Wavelet,-0.021205,0.291274,0.058824,0.402597,78,24,76
Dengue,freq_with_indel,Wavelet(t=1.5),Wavelet,-0.066735,0.394731,0.0,0.434783,39,24,76
Dengue,freq_with_indel,Wavelet(t=2.0),Wavelet,-0.053721,0.351283,0.0,0.352941,26,24,76
Dengue,freq_with_indel,KDE(p=75),KDE,0.173928,-0.040014,0.190476,0.160804,123,24,76
Dengue,freq_with_indel,KDE(p=80),KDE,0.193845,-0.059195,0.213115,0.126437,98,24,76
Dengue,freq_with_indel,KDE(p=85),KDE,0.115548,-0.070496,0.163265,0.093333,74,24,76
Dengue,freq_with_indel,SlidingTest(p=0.01),SlidingTest,0.094096,-0.075417,0.147059,0.05,44,24,76
Dengue,freq_with_indel,SlidingTest(p=0.05),SlidingTest,0.15764,-0.111193,0.194175,0.064516,79,24,76
Dengue,freq_with_indel,GradPeak(p=0.2),GradPeak,0.139053,-0.000573,0.162162,0.044944,13,24,76
Dengue,freq_with_indel,GradPeak(p=0.5),GradPeak,0.0,0.0,0.0,0.0,0,24,76
Dengue,freq_with_indel,LocalContrast(z=1.0),LocalContrast,0.010445,0.073256,0.087591,0.243386,113,24,76
Dengue,freq_with_indel,LocalContrast(z=1.5),LocalContrast,-0.006682,0.078483,0.057971,0.181818,45,24,76
Dengue,freq_with_indel,LocalContrast(z=2.0),LocalContrast,0.060317,0.072803,0.097561,0.107527,17,24,76
Dengue,freq_with_indel,"CUSUM(d=0.3,h=3.0)",CUSUM,0.096555,-0.002907,0.136364,0.0625,20,24,76
Dengue,freq_with_indel,"CUSUM(d=0.5,h=4.0)",CUSUM,-0.02732,0.043436,0.0,0.048193,7,24,76
Dengue,freq_with_indel,"CUSUM(d=0.5,h=5.0)",CUSUM,-0.017812,-0.033628,0.0,0.0,3,24,76
Dengue,freq_with_indel,AdaptiveKnee,AdaptiveKnee,0.057327,0.05066,0.115789,0.247934,166,24,76
Dengue,freq_with_indel,ScoreDBSCAN(ep=8),ScoreDBSCAN,-0.049387,-0.049177,0.079365,0.237209,354,24,76
Dengue,freq_with_indel,ScoreDBSCAN(ep=15),ScoreDBSCAN,-0.048772,-0.046991,0.083527,0.248447,407,24,76
Dengue,freq_with_indel,Spectral(z=1.5),Spectral,0.056638,-0.021933,0.114286,0.098361,46,24,76
Dengue,freq_with_indel,Spectral(z=2.0),Spectral,0.045354,-0.007158,0.088889,0.061856,21,24,76
Dengue,freq_with_indel,Bayes(prior=0.1),Bayes,0.0,0.0,0.0,0.0,0,24,76
Dengue,freq_with_indel,Bayes(prior=0.15),Bayes,0.0,0.0,0.0,0.0,0,24,76
Dengue,freq_with_indel,AdaptWin(s=90),AdaptWin,0.049318,0.09078,0.112903,0.25,100,24,76
Dengue,freq_with_indel,AdaptWin(s=85),AdaptWin,0.120927,0.02903,0.152941,0.225225,146,24,76
Dengue,freq_with_indel,FreqThresh(p=80),FreqThresh,0.052007,0.067651,0.114754,0.229885,98,24,76
Dengue,freq_with_indel,FreqThresh(p=85),FreqThresh,0.062732,0.071203,0.122449,0.213333,74,24,76
Dengue,freq_with_indel,FreqThresh(p=90),FreqThresh,0.01391,0.126934,0.078947,0.234375,52,24,76
Dengue,freq_with_indel,FreqThresh(p=95),FreqThresh,0.025607,0.088824,0.076923,0.153846,28,24,76
Dengue,freq_with_indel,"SWAN(w=10,k=1.0)",SWAN,0.079137,0.021865,0.132353,0.202128,112,24,76
Dengue,freq_with_indel,"SWAN(w=10,k=1.5)",SWAN,0.077101,-0.000635,0.132231,0.17341,97,24,76
Dengue,freq_with_indel,"SWAN(w=10,k=2.0)",SWAN,0.066062,-0.018588,0.125,0.135135,72,24,76
Dengue,freq_with_indel,"SWAN(w=20,k=1.0)",SWAN,0.061824,0.057787,0.121212,0.228261,108,24,76
Dengue,freq_with_indel,"SWAN(w=20,k=1.5)",SWAN,0.07857,0.015769,0.133333,0.186047,96,24,76
Dengue,freq_with_indel,"SWAN(w=20,k=2.0)",SWAN,0.104347,-0.119502,0.155556,0.042254,66,24,76
Dengue,freq_with_indel,"SWAN(w=50,k=1.0)",SWAN,0.070504,0.061767,0.125,0.245283,136,24,76
Dengue,freq_with_indel,"SWAN(w=50,k=1.5)",SWAN,0.085399,0.074785,0.135135,0.25,124,24,76
Dengue,freq_with_indel,"SWAN(w=50,k=2.0)",SWAN,0.145757,-0.0474,0.183486,0.124224,85,24,76
Dengue,freq_with_indel,MutClust-Orig(g=10),MutClust-Orig,0.014528,-0.149416,0.09375,0.262411,488,24,76
Dengue,entropy_with_indel,Wavelet(t=1.0),Wavelet,-0.083154,0.401456,0.0,0.477612,58,24,76
Dengue,entropy_with_indel,Wavelet(t=1.5),Wavelet,-0.064858,0.389645,0.0,0.424779,37,24,76
Dengue,entropy_with_indel,Wavelet(t=2.0),Wavelet,-0.058978,0.351813,0.0,0.373832,31,24,76
Dengue,entropy_with_indel,KDE(p=75),KDE,0.239352,-0.040014,0.231293,0.160804,123,24,76
Dengue,entropy_with_indel,KDE(p=80),KDE,0.264764,-0.002819,0.262295,0.172414,98,24,76
Dengue,entropy_with_indel,KDE(p=85),KDE,0.273996,-0.023263,0.285714,0.133333,74,24,76
Dengue,entropy_with_indel,SlidingTest(p=0.01),SlidingTest,0.044611,-0.092716,0.105263,0.046875,52,24,76
Dengue,entropy_with_indel,SlidingTest(p=0.05),SlidingTest,0.090896,-0.082967,0.142857,0.097561,88,24,76
Dengue,entropy_with_indel,GradPeak(p=0.2),GradPeak,0.124089,-0.028252,0.172414,0.072727,34,24,76
Dengue,entropy_with_indel,GradPeak(p=0.5),GradPeak,0.101357,-0.027652,0.139535,0.042105,19,24,76
Dengue,entropy_with_indel,LocalContrast(z=1.0),LocalContrast,0.052007,0.081745,0.114754,0.241379,98,24,76
Dengue,entropy_with_indel,LocalContrast(z=1.5),LocalContrast,-0.006682,0.117525,0.057971,0.214876,45,24,76
Dengue,entropy_with_indel,LocalContrast(z=2.0),LocalContrast,0.060317,0.041997,0.097561,0.086022,17,24,76
Dengue,entropy_with_indel,"CUSUM(d=0.3,h=3.0)",CUSUM,0.056218,0.036208,0.095238,0.085106,18,24,76
Dengue,entropy_with_indel,"CUSUM(d=0.5,h=4.0)",CUSUM,-0.02732,-0.004072,0.0,0.024096,7,24,76
Dengue,entropy_with_indel,"CUSUM(d=0.5,h=5.0)",CUSUM,-0.020588,0.023783,0.0,0.025,4,24,76
Dengue,entropy_with_indel,AdaptiveKnee,AdaptiveKnee,0.036106,0.089502,0.104575,0.263415,129,24,76
Dengue,entropy_with_indel,ScoreDBSCAN(ep=8),ScoreDBSCAN,-0.073733,-0.125681,0.067485,0.190476,302,24,76
Dengue,entropy_with_indel,ScoreDBSCAN(ep=15),ScoreDBSCAN,0.001042,-0.111028,0.092457,0.224622,387,24,76
Dengue,entropy_with_indel,Spectral(z=1.5),Spectral,0.058803,0.058961,0.115942,0.165289,45,24,76
Dengue,entropy_with_indel,Spectral(z=2.0),Spectral,0.083757,0.064841,0.12766,0.121212,23,24,76
Dengue,entropy_with_indel,Bayes(prior=0.1),Bayes,0.0,0.0,0.0,0.0,0,24,76
Dengue,entropy_with_indel,Bayes(prior=0.15),Bayes,0.0,0.0,0.0,0.0,0,24,76
Dengue,entropy_with_indel,AdaptWin(s=90),AdaptWin,0.125674,0.037491,0.162963,0.213904,111,24,76
Dengue,entropy_with_indel,AdaptWin(s=85),AdaptWin,0.078227,0.095679,0.113314,0.291358,329,24,76
Dengue,entropy_with_indel,FreqThresh(p=80),FreqThresh,0.075647,0.124027,0.131148,0.275862,98,24,76
Dengue,entropy_with_indel,FreqThresh(p=85),FreqThresh,0.08914,0.086948,0.142857,0.226667,74,24,76
Dengue,entropy_with_indel,FreqThresh(p=90),FreqThresh,0.081951,0.101477,0.136986,0.208,49,24,76
Dengue,entropy_with_indel,FreqThresh(p=95),FreqThresh,0.0763,0.10562,0.122449,0.158416,25,24,76
Dengue,entropy_with_indel,"SWAN(w=10,k=1.0)",SWAN,0.116646,0.080773,0.152866,0.258373,133,24,76
Dengue,entropy_with_indel,"SWAN(w=10,k=1.5)",SWAN,0.112638,0.018193,0.152778,0.204082,120,24,76
Dengue,entropy_with_indel,"SWAN(w=10,k=2.0)",SWAN,0.097491,-0.015386,0.148148,0.15,84,24,76
Dengue,entropy_with_indel,"SWAN(w=20,k=1.0)",SWAN,0.091947,0.064105,0.135593,0.253275,153,24,76
Dengue,entropy_with_indel,"SWAN(w=20,k=1.5)",SWAN,0.076567,0.072373,0.129032,0.251208,131,24,76
Dengue,entropy_with_indel,"SWAN(w=20,k=2.0)",SWAN,0.100832,-0.113822,0.14876,0.080925,97,24,76
Dengue,entropy_with_indel,"SWAN(w=50,k=1.0)",SWAN,0.072975,0.066712,0.123711,0.260163,170,24,76
Dengue,entropy_with_indel,"SWAN(w=50,k=1.5)",SWAN,0.080604,0.044491,0.128342,0.242678,163,24,76
Dengue,entropy_with_indel,"SWAN(w=50,k=2.0)",SWAN,0.090787,0.03782,0.134831,0.234783,154,24,76
Dengue,entropy_with_indel,MutClust-Orig(g=10),MutClust-Orig,0.0,0.0,0.093385,0.268551,490,24,76
Dengue,fubar,Wavelet(t=1.0),Wavelet,0.108928,-0.117298,0.152672,0.087432,107,24,76
Dengue,fubar,Wavelet(t=1.5),Wavelet,0.119425,-0.141201,0.168675,0.014815,59,24,76
Dengue,fubar,Wavelet(t=2.0),Wavelet,-0.03892,-0.07348,0.0,0.0,14,24,76
Dengue,fubar,KDE(p=75),KDE,-0.022342,-0.092021,0.068027,0.120603,123,24,76
Dengue,fubar,KDE(p=80),KDE,-0.018912,-0.101477,0.065574,0.091954,98,24,76
Dengue,fubar,KDE(p=85),KDE,0.009916,-0.086241,0.081633,0.08,74,24,76
Dengue,fubar,SlidingTest(p=0.01),SlidingTest,-0.050364,-0.095085,0.0,0.0,23,24,76
Dengue,fubar,SlidingTest(p=0.05),SlidingTest,-0.115403,-0.29901,0.04811,0.087464,267,24,76
Dengue,fubar,GradPeak(p=0.2),GradPeak,-0.010263,-0.019375,0.0,0.0,1,24,76
Dengue,fubar,GradPeak(p=0.5),GradPeak,0.0,0.0,0.0,0.0,0,24,76
Dengue,fubar,LocalContrast(z=1.0),LocalContrast,0.00466,-0.069735,0.073171,0.074627,58,24,76
Dengue,fubar,LocalContrast(z=1.5),LocalContrast,0.014476,-0.025157,0.070175,0.073394,33,24,76
Dengue,fubar,LocalContrast(z=2.0),LocalContrast,0.008647,0.011191,0.04878,0.064516,17,24,76
