pathogen,fraction,n_sequences,repeat,score,detector,mcc
HIV-1,0.25,750,3,E_only,Wavelet(t=1.5),0.0256
HIV-1,0.25,750,3,E_only,FreqThresh(p=85),-0.1087
HIV-1,0.25,750,3,E_only,KDE(p=80),-0.0962
HIV-1,0.25,750,4,E*rare,Wavelet(t=1.5),0.1458
HIV-1,0.25,750,4,E*rare,FreqThresh(p=85),0.0716
HIV-1,0.25,750,4,E*rare,"SWAN(w=10,k=1.5)",-0.035
HIV-1,0.25,750,4,E*rare,KDE(p=80),0.0656
HIV-1,0.25,750,4,P*E*rare,Wavelet(t=1.5),0.0857
HIV-1,0.25,750,4,P*E*rare,FreqThresh(p=85),0.0925
HIV-1,0.25,750,4,P*E*rare,"SWAN(w=10,k=1.5)",-0.0416
HIV-1,0.25,750,4,P*E*rare,KDE(p=80),0.0396
HIV-1,0.25,750,4,P*E,Wavelet(t=1.5),0.0637
HIV-1,0.25,750,4,P*E,FreqThresh(p=85),-0.0102
HIV-1,0.25,750,4,P*E,KDE(p=80),-0.0979
HIV-1,0.25,750,4,H-score,Wavelet(t=1.5),0.004
HIV-1,0.25,750,4,H-score,FreqThresh(p=85),-0.0102
HIV-1,0.25,750,4,H-score,KDE(p=80),-0.0979
HIV-1,0.25,750,4,E_only,Wavelet(t=1.5),0.0444
HIV-1,0.25,750,4,E_only,FreqThresh(p=85),-0.054
HIV-1,0.25,750,4,E_only,KDE(p=80),-0.0962
HIV-1,0.5,1500,0,E*rare,Wavelet(t=1.5),0.0412
HIV-1,0.5,1500,0,E*rare,FreqThresh(p=85),0.0353
HIV-1,0.5,1500,0,E*rare,"SWAN(w=10,k=1.5)",-0.0431
HIV-1,0.5,1500,0,E*rare,KDE(p=80),-0.0451
HIV-1,0.5,1500,0,P*E*rare,Wavelet(t=1.5),0.0457
HIV-1,0.5,1500,0,P*E*rare,FreqThresh(p=85),0.0427
HIV-1,0.5,1500,0,P*E*rare,"SWAN(w=10,k=1.5)",-0.0416
HIV-1,0.5,1500,0,P*E*rare,KDE(p=80),-0.0718
HIV-1,0.5,1500,0,P*E,Wavelet(t=1.5),0.0717
HIV-1,0.5,1500,0,P*E,FreqThresh(p=85),-0.1038
HIV-1,0.5,1500,0,P*E,KDE(p=80),-0.0979
HIV-1,0.5,1500,0,H-score,Wavelet(t=1.5),0.0256
HIV-1,0.5,1500,0,H-score,FreqThresh(p=85),-0.1038
HIV-1,0.5,1500,0,H-score,KDE(p=80),-0.0979
HIV-1,0.5,1500,0,E_only,Wavelet(t=1.5),0.0368
HIV-1,0.5,1500,0,E_only,FreqThresh(p=85),-0.1079
HIV-1,0.5,1500,0,E_only,KDE(p=80),-0.0979
HIV-1,0.5,1500,1,E*rare,Wavelet(t=1.5),-0.0275
HIV-1,0.5,1500,1,E*rare,FreqThresh(p=85),0.0825
HIV-1,0.5,1500,1,E*rare,"SWAN(w=10,k=1.5)",-0.035
HIV-1,0.5,1500,1,E*rare,KDE(p=80),-0.0451
HIV-1,0.5,1500,1,P*E*rare,Wavelet(t=1.5),-0.037
HIV-1,0.5,1500,1,P*E*rare,FreqThresh(p=85),0.0908
HIV-1,0.5,1500,1,P*E*rare,"SWAN(w=10,k=1.5)",-0.0431
HIV-1,0.5,1500,1,P*E*rare,KDE(p=80),-0.0451
HIV-1,0.5,1500,1,P*E,Wavelet(t=1.5),0.0668
HIV-1,0.5,1500,1,P*E,FreqThresh(p=85),-0.103
HIV-1,0.5,1500,1,P*E,KDE(p=80),-0.0979
HIV-1,0.5,1500,1,H-score,Wavelet(t=1.5),0.0138
HIV-1,0.5,1500,1,H-score,FreqThresh(p=85),-0.103
HIV-1,0.5,1500,1,H-score,KDE(p=80),-0.0979
HIV-1,0.5,1500,1,E_only,Wavelet(t=1.5),0.0444
HIV-1,0.5,1500,1,E_only,FreqThresh(p=85),-0.1079
HIV-1,0.5,1500,1,E_only,KDE(p=80),-0.0979
HIV-1,0.5,1500,2,E*rare,Wavelet(t=1.5),0.0908
HIV-1,0.5,1500,2,E*rare,FreqThresh(p=85),0.0734
HIV-1,0.5,1500,2,E*rare,"SWAN(w=10,k=1.5)",-0.0416
HIV-1,0.5,1500,2,E*rare,KDE(p=80),0.0118
HIV-1,0.5,1500,2,P*E*rare,Wavelet(t=1.5),0.0858
HIV-1,0.5,1500,2,P*E*rare,FreqThresh(p=85),0.056
HIV-1,0.5,1500,2,P*E*rare,KDE(p=80),-0.0996
HIV-1,0.5,1500,2,P*E,Wavelet(t=1.5),0.0701
HIV-1,0.5,1500,2,P*E,FreqThresh(p=85),-0.1046
HIV-1,0.5,1500,2,P*E,KDE(p=80),-0.0979
HIV-1,0.5,1500,2,H-score,Wavelet(t=1.5),0.0089
HIV-1,0.5,1500,2,H-score,FreqThresh(p=85),-0.1046
HIV-1,0.5,1500,2,H-score,KDE(p=80),-0.0979
HIV-1,0.5,1500,2,E_only,Wavelet(t=1.5),0.0229
HIV-1,0.5,1500,2,E_only,FreqThresh(p=85),-0.1054
HIV-1,0.5,1500,2,E_only,KDE(p=80),-0.0979
HIV-1,0.5,1500,3,E*rare,Wavelet(t=1.5),-0.0037
HIV-1,0.5,1500,3,E*rare,FreqThresh(p=85),-0.0323
HIV-1,0.5,1500,3,E*rare,"SWAN(w=10,k=1.5)",-0.0631
HIV-1,0.5,1500,3,E*rare,KDE(p=80),0.038
HIV-1,0.5,1500,3,P*E*rare,Wavelet(t=1.5),-0.0023
HIV-1,0.5,1500,3,P*E*rare,FreqThresh(p=85),-0.053
HIV-1,0.5,1500,3,P*E*rare,"SWAN(w=10,k=1.5)",-0.0631
HIV-1,0.5,1500,3,P*E*rare,KDE(p=80),0.0118
HIV-1,0.5,1500,3,P*E,Wavelet(t=1.5),0.0685
HIV-1,0.5,1500,3,P*E,FreqThresh(p=85),-0.1038
HIV-1,0.5,1500,3,P*E,KDE(p=80),-0.0979
HIV-1,0.5,1500,3,H-score,Wavelet(t=1.5),0.019
HIV-1,0.5,1500,3,H-score,FreqThresh(p=85),-0.1038
HIV-1,0.5,1500,3,H-score,KDE(p=80),-0.0979
HIV-1,0.5,1500,3,E_only,Wavelet(t=1.5),0.0473
HIV-1,0.5,1500,3,E_only,FreqThresh(p=85),-0.1054
HIV-1,0.5,1500,3,E_only,KDE(p=80),-0.0979
HIV-1,0.5,1500,4,E*rare,Wavelet(t=1.5),0.038
HIV-1,0.5,1500,4,E*rare,FreqThresh(p=85),0.1008
HIV-1,0.5,1500,4,E*rare,KDE(p=80),-0.0718
HIV-1,0.5,1500,4,P*E*rare,Wavelet(t=1.5),0.1025
HIV-1,0.5,1500,4,P*E*rare,FreqThresh(p=85),0.053
HIV-1,0.5,1500,4,P*E*rare,KDE(p=80),-0.0718
HIV-1,0.5,1500,4,P*E,Wavelet(t=1.5),0.0734
HIV-1,0.5,1500,4,P*E,FreqThresh(p=85),-0.0615
HIV-1,0.5,1500,4,P*E,KDE(p=80),-0.0979
HIV-1,0.5,1500,4,H-score,Wavelet(t=1.5),0.019
HIV-1,0.5,1500,4,H-score,FreqThresh(p=85),-0.0615
HIV-1,0.5,1500,4,H-score,KDE(p=80),-0.0979
HIV-1,0.5,1500,4,E_only,Wavelet(t=1.5),0.053
HIV-1,0.5,1500,4,E_only,FreqThresh(p=85),-0.1079
HIV-1,0.5,1500,4,E_only,KDE(p=80),-0.0979
HIV-1,0.75,2250,0,E*rare,Wavelet(t=1.5),0.0674
HIV-1,0.75,2250,0,E*rare,FreqThresh(p=85),0.0325
HIV-1,0.75,2250,0,E*rare,KDE(p=80),-0.0174
HIV-1,0.75,2250,0,P*E*rare,Wavelet(t=1.5),0.1051
HIV-1,0.75,2250,0,P*E*rare,FreqThresh(p=85),-0.0127
HIV-1,0.75,2250,0,P*E*rare,KDE(p=80),-0.0451
HIV-1,0.75,2250,0,P*E,Wavelet(t=1.5),0.0668
HIV-1,0.75,2250,0,P*E,FreqThresh(p=85),-0.1071
HIV-1,0.75,2250,0,P*E,KDE(p=80),-0.0979
HIV-1,0.75,2250,0,H-score,Wavelet(t=1.5),0.0177
HIV-1,0.75,2250,0,H-score,FreqThresh(p=85),-0.1071
HIV-1,0.75,2250,0,H-score,KDE(p=80),-0.0979
HIV-1,0.75,2250,0,E_only,Wavelet(t=1.5),0.0458
HIV-1,0.75,2250,0,E_only,FreqThresh(p=85),-0.112
HIV-1,0.75,2250,0,E_only,KDE(p=80),-0.0979
HIV-1,0.75,2250,1,E*rare,Wavelet(t=1.5),-0.0238
HIV-1,0.75,2250,1,E*rare,FreqThresh(p=85),0.0339
HIV-1,0.75,2250,1,E*rare,KDE(p=80),-0.0728
HIV-1,0.75,2250,1,P*E*rare,Wavelet(t=1.5),0.0442
HIV-1,0.75,2250,1,P*E*rare,FreqThresh(p=85),0.0311
HIV-1,0.75,2250,1,P*E*rare,KDE(p=80),-0.1005
HIV-1,0.75,2250,1,P*E,Wavelet(t=1.5),0.0637
HIV-1,0.75,2250,1,P*E,FreqThresh(p=85),-0.1063
HIV-1,0.75,2250,1,P*E,KDE(p=80),-0.0979
HIV-1,0.75,2250,1,H-score,Wavelet(t=1.5),0.0126
HIV-1,0.75,2250,1,H-score,FreqThresh(p=85),-0.1063
HIV-1,0.75,2250,1,H-score,KDE(p=80),-0.0979
HIV-1,0.75,2250,1,E_only,Wavelet(t=1.5),0.0458
HIV-1,0.75,2250,1,E_only,FreqThresh(p=85),-0.112
HIV-1,0.75,2250,1,E_only,KDE(p=80),-0.0979
HIV-1,0.75,2250,2,E*rare,Wavelet(t=1.5),0.059
HIV-1,0.75,2250,2,E*rare,FreqThresh(p=85),0.0487
HIV-1,0.75,2250,2,E*rare,KDE(p=80),-0.1005
HIV-1,0.75,2250,2,P*E*rare,Wavelet(t=1.5),0.1058
HIV-1,0.75,2250,2,P*E*rare,FreqThresh(p=85),0.0716
HIV-1,0.75,2250,2,P*E*rare,KDE(p=80),-0.0988
HIV-1,0.75,2250,2,P*E,Wavelet(t=1.5),0.0685
HIV-1,0.75,2250,2,P*E,FreqThresh(p=85),-0.1071
HIV-1,0.75,2250,2,P*E,KDE(p=80),-0.0979
HIV-1,0.75,2250,2,H-score,Wavelet(t=1.5),0.0151
HIV-1,0.75,2250,2,H-score,FreqThresh(p=85),-0.1071
HIV-1,0.75,2250,2,H-score,KDE(p=80),-0.0979
HIV-1,0.75,2250,2,E_only,Wavelet(t=1.5),0.0376
HIV-1,0.75,2250,2,E_only,FreqThresh(p=85),-0.1087
HIV-1,0.75,2250,2,E_only,KDE(p=80),-0.0979
HIV-1,0.75,2250,3,E*rare,Wavelet(t=1.5),0.024
HIV-1,0.75,2250,3,E*rare,FreqThresh(p=85),-0.0127
HIV-1,0.75,2250,3,E*rare,KDE(p=80),-0.0174
HIV-1,0.75,2250,3,P*E*rare,Wavelet(t=1.5),0.1145
HIV-1,0.75,2250,3,P*E*rare,FreqThresh(p=85),-0.0164
HIV-1,0.75,2250,3,P*E*rare,KDE(p=80),-0.0996
HIV-1,0.75,2250,3,P*E,Wavelet(t=1.5),0.0668
HIV-1,0.75,2250,3,P*E,FreqThresh(p=85),-0.0347
HIV-1,0.75,2250,3,P*E,KDE(p=80),-0.0979
HIV-1,0.75,2250,3,H-score,Wavelet(t=1.5),0.0229
HIV-1,0.75,2250,3,H-score,FreqThresh(p=85),-0.0347
HIV-1,0.75,2250,3,H-score,KDE(p=80),-0.0979
HIV-1,0.75,2250,3,E_only,Wavelet(t=1.5),0.0458
HIV-1,0.75,2250,3,E_only,FreqThresh(p=85),-0.1087
HIV-1,0.75,2250,3,E_only,KDE(p=80),-0.0979
HIV-1,0.75,2250,4,E*rare,Wavelet(t=1.5),0.0397
HIV-1,0.75,2250,4,E*rare,FreqThresh(p=85),0.0586
HIV-1,0.75,2250,4,E*rare,"SWAN(w=10,k=1.5)",-0.0384
HIV-1,0.75,2250,4,E*rare,KDE(p=80),-0.0728
HIV-1,0.75,2250,4,P*E*rare,Wavelet(t=1.5),0.0269
HIV-1,0.75,2250,4,P*E*rare,FreqThresh(p=85),0.0822
HIV-1,0.75,2250,4,P*E*rare,KDE(p=80),-0.0718
HIV-1,0.75,2250,4,P*E,Wavelet(t=1.5),0.0637
HIV-1,0.75,2250,4,P*E,FreqThresh(p=85),-0.0594
HIV-1,0.75,2250,4,P*E,KDE(p=80),-0.0979
HIV-1,0.75,2250,4,H-score,Wavelet(t=1.5),0.0151
HIV-1,0.75,2250,4,H-score,FreqThresh(p=85),-0.0594
HIV-1,0.75,2250,4,H-score,KDE(p=80),-0.0979
HIV-1,0.75,2250,4,E_only,Wavelet(t=1.5),0.0229
HIV-1,0.75,2250,4,E_only,FreqThresh(p=85),-0.1063
HIV-1,0.75,2250,4,E_only,KDE(p=80),-0.0979
HIV-1,1.0,3000,0,E*rare,Wavelet(t=1.5),0.0768
HIV-1,1.0,3000,0,E*rare,FreqThresh(p=85),0.0283
HIV-1,1.0,3000,0,E*rare,KDE(p=80),-0.0728
HIV-1,1.0,3000,0,P*E*rare,Wavelet(t=1.5),0.0841
HIV-1,1.0,3000,0,P*E*rare,FreqThresh(p=85),0.0297
HIV-1,1.0,3000,0,P*E*rare,KDE(p=80),-0.0718
HIV-1,1.0,3000,0,P*E,Wavelet(t=1.5),0.0685
HIV-1,1.0,3000,0,P*E,FreqThresh(p=85),-0.1038
HIV-1,1.0,3000,0,P*E,KDE(p=80),-0.0979
HIV-1,1.0,3000,0,H-score,Wavelet(t=1.5),0.0138
HIV-1,1.0,3000,0,H-score,FreqThresh(p=85),-0.1038
HIV-1,1.0,3000,0,H-score,KDE(p=80),-0.0979
HIV-1,1.0,3000,0,E_only,Wavelet(t=1.5),0.0458
HIV-1,1.0,3000,0,E_only,FreqThresh(p=85),-0.1087
HIV-1,1.0,3000,0,E_only,KDE(p=80),-0.0979
HIV-1,1.0,3000,1,E*rare,Wavelet(t=1.5),0.0768
HIV-1,1.0,3000,1,E*rare,FreqThresh(p=85),0.0283
HIV-1,1.0,3000,1,E*rare,KDE(p=80),-0.0728
HIV-1,1.0,3000,1,P*E*rare,Wavelet(t=1.5),0.0841
HIV-1,1.0,3000,1,P*E*rare,FreqThresh(p=85),0.0297
HIV-1,1.0,3000,1,P*E*rare,KDE(p=80),-0.0718
HIV-1,1.0,3000,1,P*E,Wavelet(t=1.5),0.0685
HIV-1,1.0,3000,1,P*E,FreqThresh(p=85),-0.1038
HIV-1,1.0,3000,1,P*E,KDE(p=80),-0.0979
HIV-1,1.0,3000,1,H-score,Wavelet(t=1.5),0.0138
HIV-1,1.0,3000,1,H-score,FreqThresh(p=85),-0.1038
HIV-1,1.0,3000,1,H-score,KDE(p=80),-0.0979
HIV-1,1.0,3000,1,E_only,Wavelet(t=1.5),0.0458
HIV-1,1.0,3000,1,E_only,FreqThresh(p=85),-0.1087
HIV-1,1.0,3000,1,E_only,KDE(p=80),-0.0979
HIV-1,1.0,3000,2,E*rare,Wavelet(t=1.5),0.0768
HIV-1,1.0,3000,2,E*rare,FreqThresh(p=85),0.0283
HIV-1,1.0,3000,2,E*rare,KDE(p=80),-0.0728
HIV-1,1.0,3000,2,P*E*rare,Wavelet(t=1.5),0.0841
HIV-1,1.0,3000,2,P*E*rare,FreqThresh(p=85),0.0297
HIV-1,1.0,3000,2,P*E*rare,KDE(p=80),-0.0718
HIV-1,1.0,3000,2,P*E,Wavelet(t=1.5),0.0685
HIV-1,1.0,3000,2,P*E,FreqThresh(p=85),-0.1038
HIV-1,1.0,3000,2,P*E,KDE(p=80),-0.0979
HIV-1,1.0,3000,2,H-score,Wavelet(t=1.5),0.0138
HIV-1,1.0,3000,2,H-score,FreqThresh(p=85),-0.1038
HIV-1,1.0,3000,2,H-score,KDE(p=80),-0.0979
HIV-1,1.0,3000,2,E_only,Wavelet(t=1.5),0.0458
HIV-1,1.0,3000,2,E_only,FreqThresh(p=85),-0.1087
HIV-1,1.0,3000,2,E_only,KDE(p=80),-0.0979
HIV-1,1.0,3000,3,E*rare,Wavelet(t=1.5),0.0768
HIV-1,1.0,3000,3,E*rare,FreqThresh(p=85),0.0283
HIV-1,1.0,3000,3,E*rare,KDE(p=80),-0.0728
HIV-1,1.0,3000,3,P*E*rare,Wavelet(t=1.5),0.0841
HIV-1,1.0,3000,3,P*E*rare,FreqThresh(p=85),0.0297
HIV-1,1.0,3000,3,P*E*rare,KDE(p=80),-0.0718
HIV-1,1.0,3000,3,P*E,Wavelet(t=1.5),0.0685
HIV-1,1.0,3000,3,P*E,FreqThresh(p=85),-0.1038
HIV-1,1.0,3000,3,P*E,KDE(p=80),-0.0979
HIV-1,1.0,3000,3,H-score,Wavelet(t=1.5),0.0138
HIV-1,1.0,3000,3,H-score,FreqThresh(p=85),-0.1038
HIV-1,1.0,3000,3,H-score,KDE(p=80),-0.0979
HIV-1,1.0,3000,3,E_only,Wavelet(t=1.5),0.0458
HIV-1,1.0,3000,3,E_only,FreqThresh(p=85),-0.1087
HIV-1,1.0,3000,3,E_only,KDE(p=80),-0.0979
HIV-1,1.0,3000,4,E*rare,Wavelet(t=1.5),0.0768
HIV-1,1.0,3000,4,E*rare,FreqThresh(p=85),0.0283
HIV-1,1.0,3000,4,E*rare,KDE(p=80),-0.0728
HIV-1,1.0,3000,4,P*E*rare,Wavelet(t=1.5),0.0841
HIV-1,1.0,3000,4,P*E*rare,FreqThresh(p=85),0.0297
HIV-1,1.0,3000,4,P*E*rare,KDE(p=80),-0.0718
HIV-1,1.0,3000,4,P*E,Wavelet(t=1.5),0.0685
HIV-1,1.0,3000,4,P*E,FreqThresh(p=85),-0.1038
HIV-1,1.0,3000,4,P*E,KDE(p=80),-0.0979
HIV-1,1.0,3000,4,H-score,Wavelet(t=1.5),0.0138
HIV-1,1.0,3000,4,H-score,FreqThresh(p=85),-0.1038
HIV-1,1.0,3000,4,H-score,KDE(p=80),-0.0979
HIV-1,1.0,3000,4,E_only,Wavelet(t=1.5),0.0458
HIV-1,1.0,3000,4,E_only,FreqThresh(p=85),-0.1087
HIV-1,1.0,3000,4,E_only,KDE(p=80),-0.0979
Dengue,0.25,500,0,E*rare,Wavelet(t=1.5),0.0563
Dengue,0.25,500,0,E*rare,FreqThresh(p=85),0.0661
Dengue,0.25,500,0,E*rare,KDE(p=80),0.1229
Dengue,0.25,500,0,P*E*rare,Wavelet(t=1.5),0.0965
Dengue,0.25,500,0,P*E*rare,FreqThresh(p=85),0.0965
Dengue,0.25,500,0,P*E*rare,KDE(p=80),0.1466
Dengue,0.25,500,0,P*E,Wavelet(t=1.5),0.1516
Dengue,0.25,500,0,P*E,FreqThresh(p=85),0.1155
Dengue,0.25,500,0,P*E,KDE(p=80),0.1229
Dengue,0.25,500,0,H-score,Wavelet(t=1.5),-0.0088
Dengue,0.25,500,0,H-score,FreqThresh(p=85),0.1155
Dengue,0.25,500,0,H-score,KDE(p=80),0.1229
Dengue,0.25,500,0,E_only,Wavelet(t=1.5),0.0663
Dengue,0.25,500,0,E_only,FreqThresh(p=85),0.1536
Dengue,0.25,500,0,E_only,KDE(p=80),0.1229
Dengue,0.25,500,1,E*rare,Wavelet(t=1.5),0.0805
Dengue,0.25,500,1,E*rare,FreqThresh(p=85),0.1462
Dengue,0.25,500,1,E*rare,"SWAN(w=10,k=1.5)",-0.0344
Dengue,0.25,500,1,E*rare,KDE(p=80),0.1466
Dengue,0.25,500,1,P*E*rare,Wavelet(t=1.5),0.1208
Dengue,0.25,500,1,P*E*rare,FreqThresh(p=85),0.1343
Dengue,0.25,500,1,P*E*rare,KDE(p=80),0.1938
Dengue,0.25,500,1,P*E,Wavelet(t=1.5),0.1668
Dengue,0.25,500,1,P*E,FreqThresh(p=85),0.1062
Dengue,0.25,500,1,P*E,KDE(p=80),0.1229
Dengue,0.25,500,1,H-score,Wavelet(t=1.5),-0.0145
Dengue,0.25,500,1,H-score,FreqThresh(p=85),0.1062
Dengue,0.25,500,1,H-score,KDE(p=80),0.1229
Dengue,0.25,500,1,E_only,Wavelet(t=1.5),0.1591
Dengue,0.25,500,1,E_only,FreqThresh(p=85),0.1099
Dengue,0.25,500,1,E_only,KDE(p=80),0.1466
Dengue,0.25,500,2,E*rare,Wavelet(t=1.5),0.1023
Dengue,0.25,500,2,E*rare,FreqThresh(p=85),0.1957
Dengue,0.25,500,2,E*rare,KDE(p=80),0.052
Dengue,0.25,500,2,P*E*rare,Wavelet(t=1.5),0.142
Dengue,0.25,500,2,P*E*rare,FreqThresh(p=85),0.2263
Dengue,0.25,500,2,P*E*rare,"SWAN(w=10,k=1.5)",0.0341
Dengue,0.25,500,2,P*E*rare,KDE(p=80),0.0993
Dengue,0.25,500,2,P*E,Wavelet(t=1.5),0.1894
Dengue,0.25,500,2,P*E,FreqThresh(p=85),0.1136
Dengue,0.25,500,2,P*E,KDE(p=80),0.1229
Dengue,0.25,500,2,H-score,Wavelet(t=1.5),0.0561
Dengue,0.25,500,2,H-score,FreqThresh(p=85),0.1136
Dengue,0.25,500,2,H-score,KDE(p=80),0.1702
Dengue,0.25,500,2,E_only,Wavelet(t=1.5),0.1707
Dengue,0.25,500,2,E_only,FreqThresh(p=85),0.1062
Dengue,0.25,500,2,E_only,KDE(p=80),0.1702
Dengue,0.25,500,3,E*rare,Wavelet(t=1.5),0.0942
Dengue,0.25,500,3,E*rare,FreqThresh(p=85),0.0517
Dengue,0.25,500,3,E*rare,KDE(p=80),0.0756
Dengue,0.25,500,3,P*E*rare,Wavelet(t=1.5),0.1399
Dengue,0.25,500,3,P*E*rare,FreqThresh(p=85),0.1343
Dengue,0.25,500,3,P*E*rare,KDE(p=80),0.1466
Dengue,0.25,500,3,P*E,Wavelet(t=1.5),0.1815
Dengue,0.25,500,3,P*E,FreqThresh(p=85),0.1155
Dengue,0.25,500,3,P*E,KDE(p=80),0.1229
Dengue,0.25,500,3,H-score,Wavelet(t=1.5),-0.0145
Dengue,0.25,500,3,H-score,FreqThresh(p=85),0.1155
Dengue,0.25,500,3,H-score,KDE(p=80),0.1229
Dengue,0.25,500,3,E_only,Wavelet(t=1.5),0.0563
Dengue,0.25,500,3,E_only,FreqThresh(p=85),0.1662
Dengue,0.25,500,3,E_only,KDE(p=80),0.1466
Dengue,0.25,500,4,E*rare,Wavelet(t=1.5),0.1752
Dengue,0.25,500,4,E*rare,FreqThresh(p=85),0.146
Dengue,0.25,500,4,E*rare,"SWAN(w=10,k=1.5)",-0.0344
Dengue,0.25,500,4,E*rare,KDE(p=80),0.1466
Dengue,0.25,500,4,P*E*rare,Wavelet(t=1.5),0.1684
Dengue,0.25,500,4,P*E*rare,FreqThresh(p=85),0.2449
Dengue,0.25,500,4,P*E*rare,KDE(p=80),0.1938
Dengue,0.25,500,4,P*E,Wavelet(t=1.5),0.1748
Dengue,0.25,500,4,P*E,FreqThresh(p=85),0.1155
Dengue,0.25,500,4,P*E,KDE(p=80),0.1229
Dengue,0.25,500,4,H-score,Wavelet(t=1.5),-0.0253
Dengue,0.25,500,4,H-score,FreqThresh(p=85),0.1155
Dengue,0.25,500,4,H-score,KDE(p=80),0.1466
Dengue,0.25,500,4,E_only,Wavelet(t=1.5),0.1138
Dengue,0.25,500,4,E_only,FreqThresh(p=85),0.1195
Dengue,0.25,500,4,E_only,KDE(p=80),0.1466
Dengue,0.5,1000,0,E*rare,Wavelet(t=1.5),0.0263
Dengue,0.5,1000,0,E*rare,FreqThresh(p=85),0.2605
Dengue,0.5,1000,0,E*rare,KDE(p=80),0.052
Dengue,0.5,1000,0,P*E*rare,Wavelet(t=1.5),0.0457
Dengue,0.5,1000,0,P*E*rare,FreqThresh(p=85),0.2237
Dengue,0.5,1000,0,P*E*rare,KDE(p=80),0.0771
Dengue,0.5,1000,0,P*E,Wavelet(t=1.5),0.1815
Dengue,0.5,1000,0,P*E,FreqThresh(p=85),0.1195
Dengue,0.5,1000,0,P*E,KDE(p=80),0.1229
Dengue,0.5,1000,0,H-score,Wavelet(t=1.5),-0.0274
Dengue,0.5,1000,0,H-score,FreqThresh(p=85),0.1195
Dengue,0.5,1000,0,H-score,KDE(p=80),0.1229
Dengue,0.5,1000,0,E_only,Wavelet(t=1.5),0.0693
Dengue,0.5,1000,0,E_only,FreqThresh(p=85),0.1099
Dengue,0.5,1000,0,E_only,KDE(p=80),0.1229
Dengue,0.5,1000,1,E*rare,Wavelet(t=1.5),0.0507
Dengue,0.5,1000,1,E*rare,FreqThresh(p=85),0.24
Dengue,0.5,1000,1,E*rare,KDE(p=80),0.052
Dengue,0.5,1000,1,P*E*rare,Wavelet(t=1.5),0.1009
Dengue,0.5,1000,1,P*E*rare,FreqThresh(p=85),0.1551
Dengue,0.5,1000,1,P*E*rare,KDE(p=80),0.0284
Dengue,0.5,1000,1,P*E,Wavelet(t=1.5),0.1936
Dengue,0.5,1000,1,P*E,FreqThresh(p=85),0.1136
Dengue,0.5,1000,1,P*E,KDE(p=80),0.1229
Dengue,0.5,1000,1,H-score,Wavelet(t=1.5),-0.0156
Dengue,0.5,1000,1,H-score,FreqThresh(p=85),0.1136
Dengue,0.5,1000,1,H-score,KDE(p=80),0.1229
Dengue,0.5,1000,1,E_only,Wavelet(t=1.5),0.0611
Dengue,0.5,1000,1,E_only,FreqThresh(p=85),0.132
Dengue,0.5,1000,1,E_only,KDE(p=80),0.1229
Dengue,0.5,1000,2,E*rare,Wavelet(t=1.5),0.1477
Dengue,0.5,1000,2,E*rare,FreqThresh(p=85),0.1597
Dengue,0.5,1000,2,E*rare,KDE(p=80),0.1702
Dengue,0.5,1000,2,P*E*rare,Wavelet(t=1.5),0.1477
Dengue,0.5,1000,2,P*E*rare,FreqThresh(p=85),0.1729
Dengue,0.5,1000,2,P*E*rare,"SWAN(w=10,k=1.5)",0.1679
Dengue,0.5,1000,2,P*E*rare,KDE(p=80),0.1938
Dengue,0.5,1000,2,P*E,Wavelet(t=1.5),0.1728
Dengue,0.5,1000,2,P*E,FreqThresh(p=85),0.1155
Dengue,0.5,1000,2,P*E,KDE(p=80),0.1229
Dengue,0.5,1000,2,H-score,Wavelet(t=1.5),-0.0325
Dengue,0.5,1000,2,H-score,FreqThresh(p=85),0.1155
Dengue,0.5,1000,2,H-score,KDE(p=80),0.1702
Dengue,0.5,1000,2,E_only,Wavelet(t=1.5),0.0627
Dengue,0.5,1000,2,E_only,FreqThresh(p=85),0.1195
Dengue,0.5,1000,2,E_only,KDE(p=80),0.1702
Dengue,0.5,1000,3,E*rare,Wavelet(t=1.5),0.2091
Dengue,0.5,1000,3,E*rare,FreqThresh(p=85),0.1849
Dengue,0.5,1000,3,E*rare,KDE(p=80),0.1938
Dengue,0.5,1000,3,P*E*rare,Wavelet(t=1.5),0.2091
Dengue,0.5,1000,3,P*E*rare,FreqThresh(p=85),0.1972
Dengue,0.5,1000,3,P*E*rare,KDE(p=80),0.1702
Dengue,0.5,1000,3,P*E,Wavelet(t=1.5),0.179
Dengue,0.5,1000,3,P*E,FreqThresh(p=85),0.1099
Dengue,0.5,1000,3,P*E,KDE(p=80),0.1229
Dengue,0.5,1000,3,H-score,Wavelet(t=1.5),-0.0253
Dengue,0.5,1000,3,H-score,FreqThresh(p=85),0.1099
Dengue,0.5,1000,3,H-score,KDE(p=80),0.1702
Dengue,0.5,1000,3,E_only,Wavelet(t=1.5),0.0909
Dengue,0.5,1000,3,E_only,FreqThresh(p=85),0.0712
Dengue,0.5,1000,3,E_only,KDE(p=80),0.1466
Dengue,0.5,1000,4,E*rare,Wavelet(t=1.5),0.0627
Dengue,0.5,1000,4,E*rare,FreqThresh(p=85),0.2072
Dengue,0.5,1000,4,E*rare,KDE(p=80),0.1702
Dengue,0.5,1000,4,P*E*rare,Wavelet(t=1.5),0.0576
Dengue,0.5,1000,4,P*E*rare,FreqThresh(p=85),0.1485
