pathogen,score,detector,family,n_sequences,n_unique,seq_length,gt_adaptive_size,gt_constrained_size,gt_dms_size,mcc_adaptive,f1_adaptive,precision_adaptive,recall_adaptive,enrichment_adaptive,constrained_fpr,dms_f1,composite_score,n_detected
MERS,minority_E,"CUSUM(d=0.3,h=3.0)",CUSUM,1311,530,1330,9,110,0,0.014,0.0138,0.007,1.0,1.0286,1.0,,-0.2862,1293
MERS,minority_E,"CUSUM(d=0.5,h=4.0)",CUSUM,1311,530,1330,9,110,0,0.0525,0.0188,0.0095,1.0,1.4044,0.2182,,-0.0466,947
MERS,minority_E,"CUSUM(d=0.5,h=5.0)",CUSUM,1311,530,1330,9,110,0,0.0565,0.0197,0.0099,1.0,1.468,0.2182,,-0.0458,906
MERS,minority_E,AdaptiveKnee,AdaptiveKnee,1311,530,1330,9,110,0,0.017,0.014,0.0071,1.0,1.0423,1.0,,-0.286,1276
MERS,minority_E,Spectral(z=1.5),Spectral,1311,530,1330,9,110,0,-0.0156,0.0,0.0,0.0,0.0,0.0,,0.0,46
MERS,minority_E,Spectral(z=2.0),Spectral,1311,530,1330,9,110,0,-0.0091,0.0,0.0,0.0,0.0,0.0,,0.0,16
MERS,minority_E,Bayes(prior=0.1),Bayes,1311,530,1330,9,110,0,-0.0098,0.0107,0.0055,0.2222,0.8075,0.2455,,-0.063,366
MERS,minority_E,Bayes(prior=0.15),Bayes,1311,530,1330,9,110,0,0.0023,0.0137,0.007,0.4444,1.0316,0.4,,-0.1063,573
MERS,minority_E,Ensemble(v>=2),Ensemble,1311,530,1330,9,110,0,-0.0222,0.0,0.0,0.0,0.0,0.0273,,-0.0082,90
MERS,minority_E,Ensemble(v>=3),Ensemble,1311,530,1330,9,110,0,-0.0121,0.0,0.0,0.0,0.0,0.0,,0.0,28
MERS,minority_E,AdaptWin(s=90),AdaptWin,1311,530,1330,9,110,0,0.023,0.0145,0.0073,1.0,1.0778,1.0,,-0.2855,1234
MERS,minority_E,AdaptWin(s=85),AdaptWin,1311,530,1330,9,110,0,0.0079,0.0136,0.0068,1.0,1.0091,1.0,,-0.2864,1318
MERS,minority_E,FreqThresh(p=80),FreqThresh,1311,530,1330,9,110,0,-0.0213,0.0067,0.0035,0.1111,0.5113,0.2364,,-0.0642,289
MERS,minority_E,FreqThresh(p=85),FreqThresh,1311,530,1330,9,110,0,-0.0318,0.0,0.0,0.0,0.0,0.1364,,-0.0409,172
MERS,minority_E,FreqThresh(p=90),FreqThresh,1311,530,1330,9,110,0,-0.0222,0.0,0.0,0.0,0.0,0.0273,,-0.0082,90
MERS,minority_E,FreqThresh(p=95),FreqThresh,1311,530,1330,9,110,0,-0.0121,0.0,0.0,0.0,0.0,0.0,,0.0,28
MERS,minority_E,"SWAN(w=10,k=1.0)",SWAN,1311,530,1330,9,110,0,-0.0245,0.0,0.0,0.0,0.0,0.0273,,-0.0082,108
MERS,minority_E,"SWAN(w=10,k=1.5)",SWAN,1311,530,1330,9,110,0,-0.0079,0.0,0.0,0.0,0.0,0.0,,0.0,12
MERS,minority_E,"SWAN(w=20,k=1.0)",SWAN,1311,530,1330,9,110,0,-0.0205,0.0,0.0,0.0,0.0,0.0,,0.0,77
MERS,minority_E,"SWAN(w=50,k=1.0)",SWAN,1311,530,1330,9,110,0,-0.0214,0.0,0.0,0.0,0.0,0.0,,0.0,84
MERS,minority_E,MutClust-Orig(g=10),MutClust-Orig,1311,530,1330,9,110,0,0.0023,0.0135,0.0068,1.0,1.0008,1.0,,-0.2865,1329
MERS,P*minority_E,Wavelet(t=1.0),Wavelet,1311,530,1330,9,110,0,-0.0363,0.0067,0.0034,0.2222,0.5044,0.3273,,-0.0915,586
MERS,P*minority_E,Wavelet(t=1.5),Wavelet,1311,530,1330,9,110,0,-0.0371,0.0,0.0,0.0,0.0,0.0545,,-0.0164,224
MERS,P*minority_E,Wavelet(t=2.0),Wavelet,1311,530,1330,9,110,0,-0.0193,0.0,0.0,0.0,0.0,0.0273,,-0.0082,69
MERS,P*minority_E,KDE(p=75),KDE,1311,530,1330,9,110,0,0.037,0.0234,0.012,0.4444,1.7751,0.1182,,-0.0121,333
MERS,P*minority_E,KDE(p=80),KDE,1311,530,1330,9,110,0,0.0275,0.0218,0.0113,0.3333,1.6667,0.0,,0.0218,266
MERS,P*minority_E,KDE(p=85),KDE,1311,530,1330,9,110,0,-0.0347,0.0,0.0,0.0,0.0,0.0,,0.0,200
MERS,P*minority_E,SlidingTest(p=0.01),SlidingTest,1311,530,1330,9,110,0,-0.0202,0.0,0.0,0.0,0.0,0.0,,0.0,75
MERS,P*minority_E,SlidingTest(p=0.05),SlidingTest,1311,530,1330,9,110,0,-0.0277,0.0,0.0,0.0,0.0,0.0,,0.0,135
MERS,P*minority_E,GradPeak(p=0.2),GradPeak,1311,530,1330,9,110,0,0.0123,0.0154,0.0078,0.5556,1.1545,0.5727,,-0.1564,640
MERS,P*minority_E,GradPeak(p=0.5),GradPeak,1311,530,1330,9,110,0,-0.0362,0.0047,0.0024,0.1111,0.3527,0.3273,,-0.0935,419
MERS,P*minority_E,LocalContrast(z=1.0),LocalContrast,1311,530,1330,9,110,0,-0.0271,0.0,0.0,0.0,0.0,0.0909,,-0.0273,129
MERS,P*minority_E,LocalContrast(z=1.5),LocalContrast,1311,530,1330,9,110,0,-0.0145,0.0,0.0,0.0,0.0,0.0636,,-0.0191,40
MERS,P*minority_E,LocalContrast(z=2.0),LocalContrast,1311,530,1330,9,110,0,-0.0114,0.0,0.0,0.0,0.0,0.0364,,-0.0109,25
MERS,P*minority_E,"CUSUM(d=0.3,h=3.0)",CUSUM,1311,530,1330,9,110,0,-0.0659,0.0,0.0,0.0,0.0,0.0545,,-0.0164,518
MERS,P*minority_E,"CUSUM(d=0.5,h=4.0)",CUSUM,1311,530,1330,9,110,0,-0.0351,0.0,0.0,0.0,0.0,0.0273,,-0.0082,204
MERS,P*minority_E,"CUSUM(d=0.5,h=5.0)",CUSUM,1311,530,1330,9,110,0,-0.0314,0.0,0.0,0.0,0.0,0.0273,,-0.0082,168
MERS,P*minority_E,AdaptiveKnee,AdaptiveKnee,1311,530,1330,9,110,0,-0.0214,0.0,0.0,0.0,0.0,0.0636,,-0.0191,84
MERS,P*minority_E,ScoreDBSCAN(ep=8),ScoreDBSCAN,1311,530,1330,9,110,0,-0.0097,0.0,0.0,0.0,0.0,0.0364,,-0.0109,18
MERS,P*minority_E,ScoreDBSCAN(ep=15),ScoreDBSCAN,1311,530,1330,9,110,0,-0.0051,0.0,0.0,0.0,0.0,0.0,,0.0,5
MERS,P*minority_E,Spectral(z=1.5),Spectral,1311,530,1330,9,110,0,-0.0202,0.0,0.0,0.0,0.0,0.0364,,-0.0109,75
MERS,P*minority_E,Spectral(z=2.0),Spectral,1311,530,1330,9,110,0,-0.0134,0.0,0.0,0.0,0.0,0.0273,,-0.0082,34
MERS,P*minority_E,Bayes(prior=0.1),Bayes,1311,530,1330,9,110,0,-0.029,0.0,0.0,0.0,0.0,0.0636,,-0.0191,146
MERS,P*minority_E,Bayes(prior=0.15),Bayes,1311,530,1330,9,110,0,-0.0369,0.0,0.0,0.0,0.0,0.1273,,-0.0382,222
MERS,P*minority_E,Ensemble(v>=2),Ensemble,1311,530,1330,9,110,0,-0.013,0.0,0.0,0.0,0.0,0.0636,,-0.0191,32
MERS,P*minority_E,Ensemble(v>=3),Ensemble,1311,530,1330,9,110,0,-0.0114,0.0,0.0,0.0,0.0,0.0364,,-0.0109,25
MERS,P*minority_E,AdaptWin(s=90),AdaptWin,1311,530,1330,9,110,0,0.0132,0.0156,0.0079,0.5556,1.1673,0.6364,,-0.1753,633
MERS,P*minority_E,AdaptWin(s=85),AdaptWin,1311,530,1330,9,110,0,0.0391,0.0164,0.0083,1.0,1.2247,1.0,,-0.2836,1086
MERS,P*minority_E,FreqThresh(p=80),FreqThresh,1311,530,1330,9,110,0,-0.0195,0.007,0.0036,0.1111,0.5374,0.1818,,-0.0475,275
MERS,P*minority_E,FreqThresh(p=85),FreqThresh,1311,530,1330,9,110,0,-0.0342,0.0,0.0,0.0,0.0,0.1273,,-0.0382,195
MERS,P*minority_E,FreqThresh(p=90),FreqThresh,1311,530,1330,9,110,0,-0.0239,0.0,0.0,0.0,0.0,0.0636,,-0.0191,103
MERS,P*minority_E,FreqThresh(p=95),FreqThresh,1311,530,1330,9,110,0,-0.0114,0.0,0.0,0.0,0.0,0.0364,,-0.0109,25
MERS,P*minority_E,"SWAN(w=10,k=1.0)",SWAN,1311,530,1330,9,110,0,-0.0178,0.0,0.0,0.0,0.0,0.0,,0.0,59
MERS,P*minority_E,"SWAN(w=20,k=1.0)",SWAN,1311,530,1330,9,110,0,-0.0153,0.0,0.0,0.0,0.0,0.0,,0.0,44
MERS,P*minority_E,MutClust-Orig(g=10),MutClust-Orig,1311,530,1330,9,110,0,0.0023,0.0135,0.0068,1.0,1.0008,1.0,,-0.2865,1329
MERS,P*E,Wavelet(t=1.0),Wavelet,1311,530,1330,9,110,0,-0.0362,0.0067,0.0034,0.2222,0.5052,0.5091,,-0.146,585
MERS,P*E,Wavelet(t=1.5),Wavelet,1311,530,1330,9,110,0,-0.0377,0.0,0.0,0.0,0.0,0.1273,,-0.0382,230
MERS,P*E,Wavelet(t=2.0),Wavelet,1311,530,1330,9,110,0,-0.0189,0.0,0.0,0.0,0.0,0.0273,,-0.0082,66
MERS,P*E,KDE(p=75),KDE,1311,530,1330,9,110,0,-0.0054,0.0117,0.006,0.2222,0.8876,0.0,,0.0117,333
MERS,P*E,KDE(p=80),KDE,1311,530,1330,9,110,0,-0.0413,0.0,0.0,0.0,0.0,0.0,,0.0,266
MERS,P*E,KDE(p=85),KDE,1311,530,1330,9,110,0,-0.0347,0.0,0.0,0.0,0.0,0.0,,0.0,200
MERS,P*E,SlidingTest(p=0.01),SlidingTest,1311,530,1330,9,110,0,-0.0072,0.0,0.0,0.0,0.0,0.0,,0.0,10
MERS,P*E,SlidingTest(p=0.05),SlidingTest,1311,530,1330,9,110,0,-0.0216,0.0,0.0,0.0,0.0,0.0,,0.0,85
MERS,P*E,GradPeak(p=0.2),GradPeak,1311,530,1330,9,110,0,-0.0319,0.0072,0.0036,0.2222,0.5384,0.4818,,-0.1374,549
MERS,P*E,GradPeak(p=0.5),GradPeak,1311,530,1330,9,110,0,-0.056,0.0,0.0,0.0,0.0,0.3636,,-0.1091,419
MERS,P*E,LocalContrast(z=1.0),LocalContrast,1311,530,1330,9,110,0,-0.0261,0.0,0.0,0.0,0.0,0.0909,,-0.0273,121
MERS,P*E,LocalContrast(z=1.5),LocalContrast,1311,530,1330,9,110,0,-0.0147,0.0,0.0,0.0,0.0,0.0364,,-0.0109,41
MERS,P*E,LocalContrast(z=2.0),LocalContrast,1311,530,1330,9,110,0,-0.0123,0.0,0.0,0.0,0.0,0.0364,,-0.0109,29
MERS,P*E,"CUSUM(d=0.3,h=3.0)",CUSUM,1311,530,1330,9,110,0,-0.0481,0.0,0.0,0.0,0.0,0.1545,,-0.0464,337
MERS,P*E,"CUSUM(d=0.5,h=4.0)",CUSUM,1311,530,1330,9,110,0,-0.0205,0.0,0.0,0.0,0.0,0.0364,,-0.0109,77
MERS,P*E,"CUSUM(d=0.5,h=5.0)",CUSUM,1311,530,1330,9,110,0,-0.0151,0.0,0.0,0.0,0.0,0.0,,0.0,43
MERS,P*E,AdaptiveKnee,AdaptiveKnee,1311,530,1330,9,110,0,-0.0158,0.0,0.0,0.0,0.0,0.0636,,-0.0191,47
MERS,P*E,ScoreDBSCAN(ep=8),ScoreDBSCAN,1311,530,1330,9,110,0,-0.0097,0.0,0.0,0.0,0.0,0.0364,,-0.0109,18
MERS,P*E,ScoreDBSCAN(ep=15),ScoreDBSCAN,1311,530,1330,9,110,0,-0.0094,0.0,0.0,0.0,0.0,0.0364,,-0.0109,17
MERS,P*E,Spectral(z=1.5),Spectral,1311,530,1330,9,110,0,-0.022,0.0,0.0,0.0,0.0,0.0364,,-0.0109,88
MERS,P*E,Spectral(z=2.0),Spectral,1311,530,1330,9,110,0,-0.0143,0.0,0.0,0.0,0.0,0.0273,,-0.0082,39
MERS,P*E,Bayes(prior=0.1),Bayes,1311,530,1330,9,110,0,-0.0242,0.0,0.0,0.0,0.0,0.0636,,-0.0191,105
MERS,P*E,Bayes(prior=0.15),Bayes,1311,530,1330,9,110,0,-0.0266,0.0,0.0,0.0,0.0,0.1,,-0.03,125
MERS,P*E,Ensemble(v>=2),Ensemble,1311,530,1330,9,110,0,-0.013,0.0,0.0,0.0,0.0,0.0636,,-0.0191,32
MERS,P*E,Ensemble(v>=3),Ensemble,1311,530,1330,9,110,0,-0.0114,0.0,0.0,0.0,0.0,0.0364,,-0.0109,25
MERS,P*E,AdaptWin(s=90),AdaptWin,1311,530,1330,9,110,0,0.0132,0.0177,0.0092,0.2222,1.362,0.1091,,-0.015,217
MERS,P*E,AdaptWin(s=85),AdaptWin,1311,530,1330,9,110,0,0.0177,0.0159,0.0081,0.6667,1.1902,0.6364,,-0.175,745
MERS,P*E,FreqThresh(p=80),FreqThresh,1311,530,1330,9,110,0,-0.0189,0.0072,0.0037,0.1111,0.5473,0.1545,,-0.0392,270
MERS,P*E,FreqThresh(p=85),FreqThresh,1311,530,1330,9,110,0,-0.0357,0.0,0.0,0.0,0.0,0.0636,,-0.0191,210
MERS,P*E,FreqThresh(p=90),FreqThresh,1311,530,1330,9,110,0,-0.0247,0.0,0.0,0.0,0.0,0.0636,,-0.0191,109
MERS,P*E,FreqThresh(p=95),FreqThresh,1311,530,1330,9,110,0,-0.0094,0.0,0.0,0.0,0.0,0.0,,0.0,17
MERS,P*E,"SWAN(w=10,k=1.0)",SWAN,1311,530,1330,9,110,0,-0.0143,0.0,0.0,0.0,0.0,0.0,,0.0,39
MERS,P*E,"SWAN(w=10,k=1.5)",SWAN,1311,530,1330,9,110,0,-0.0075,0.0,0.0,0.0,0.0,0.0,,0.0,11
MERS,P*E,MutClust-Orig(g=10),MutClust-Orig,1311,530,1330,9,110,0,0.0,0.0134,0.0068,1.0,1.0,1.0,,-0.2866,1330
MERS,H-score,Wavelet(t=1.0),Wavelet,1311,530,1330,9,110,0,-0.0584,0.0,0.0,0.0,0.0,0.1818,,-0.0545,444
MERS,H-score,Wavelet(t=1.5),Wavelet,1311,530,1330,9,110,0,-0.0302,0.0,0.0,0.0,0.0,0.0909,,-0.0273,157
MERS,H-score,Wavelet(t=2.0),Wavelet,1311,530,1330,9,110,0,-0.0175,0.0,0.0,0.0,0.0,0.0273,,-0.0082,57
MERS,H-score,KDE(p=75),KDE,1311,530,1330,9,110,0,0.0581,0.0292,0.015,0.5556,2.2189,0.2182,,-0.0362,333
MERS,H-score,KDE(p=80),KDE,1311,530,1330,9,110,0,0.0734,0.0364,0.0188,0.5556,2.7778,0.1727,,-0.0155,266
MERS,H-score,KDE(p=85),KDE,1311,530,1330,9,110,0,-0.0091,0.0096,0.005,0.1111,0.7389,0.0273,,0.0014,200
MERS,H-score,SlidingTest(p=0.01),SlidingTest,1311,530,1330,9,110,0,-0.0248,0.0,0.0,0.0,0.0,0.0,,0.0,110
MERS,H-score,SlidingTest(p=0.05),SlidingTest,1311,530,1330,9,110,0,-0.0283,0.0,0.0,0.0,0.0,0.0,,0.0,140
MERS,H-score,GradPeak(p=0.2),GradPeak,1311,530,1330,9,110,0,0.0222,0.0167,0.0085,0.6667,1.2524,0.6,,-0.1633,708
MERS,H-score,GradPeak(p=0.5),GradPeak,1311,530,1330,9,110,0,-0.026,0.0079,0.004,0.2222,0.5935,0.4091,,-0.1148,498
MERS,H-score,LocalContrast(z=1.0),LocalContrast,1311,530,1330,9,110,0,-0.0206,0.0,0.0,0.0,0.0,0.0909,,-0.0273,78
MERS,H-score,LocalContrast(z=1.5),LocalContrast,1311,530,1330,9,110,0,-0.0145,0.0,0.0,0.0,0.0,0.0636,,-0.0191,40
MERS,H-score,LocalContrast(z=2.0),LocalContrast,1311,530,1330,9,110,0,-0.0123,0.0,0.0,0.0,0.0,0.0364,,-0.0109,29
MERS,H-score,"CUSUM(d=0.3,h=3.0)",CUSUM,1311,530,1330,9,110,0,-0.0579,0.0,0.0,0.0,0.0,0.0727,,-0.0218,439
MERS,H-score,"CUSUM(d=0.5,h=4.0)",CUSUM,1311,530,1330,9,110,0,-0.0293,0.0,0.0,0.0,0.0,0.0273,,-0.0082,149
MERS,H-score,"CUSUM(d=0.5,h=5.0)",CUSUM,1311,530,1330,9,110,0,-0.0249,0.0,0.0,0.0,0.0,0.0,,0.0,111
MERS,H-score,AdaptiveKnee,AdaptiveKnee,1311,530,1330,9,110,0,0.0068,0.0135,0.0068,1.0,1.0068,1.0,,-0.2865,1321
MERS,H-score,Spectral(z=1.5),Spectral,1311,530,1330,9,110,0,-0.0149,0.0,0.0,0.0,0.0,0.0364,,-0.0109,42
MERS,H-score,Spectral(z=2.0),Spectral,1311,530,1330,9,110,0,-0.0105,0.0,0.0,0.0,0.0,0.0273,,-0.0082,21
MERS,H-score,Bayes(prior=0.1),Bayes,1311,530,1330,9,110,0,-0.0147,0.0,0.0,0.0,0.0,0.0636,,-0.0191,41
MERS,H-score,Bayes(prior=0.15),Bayes,1311,530,1330,9,110,0,-0.0187,0.0,0.0,0.0,0.0,0.0636,,-0.0191,65
MERS,H-score,Ensemble(v>=2),Ensemble,1311,530,1330,9,110,0,-0.013,0.0,0.0,0.0,0.0,0.0636,,-0.0191,32
MERS,H-score,Ensemble(v>=3),Ensemble,1311,530,1330,9,110,0,-0.013,0.0,0.0,0.0,0.0,0.0636,,-0.0191,32
MERS,H-score,AdaptWin(s=90),AdaptWin,1311,530,1330,9,110,0,0.0105,0.0137,0.0069,1.0,1.016,1.0,,-0.2863,1309
MERS,H-score,AdaptWin(s=85),AdaptWin,1311,530,1330,9,110,0,0.0079,0.0136,0.0068,1.0,1.0091,1.0,,-0.2864,1318
MERS,H-score,FreqThresh(p=80),FreqThresh,1311,530,1330,9,110,0,-0.0189,0.0072,0.0037,0.1111,0.5473,0.1545,,-0.0392,270
MERS,H-score,FreqThresh(p=85),FreqThresh,1311,530,1330,9,110,0,-0.0357,0.0,0.0,0.0,0.0,0.0636,,-0.0191,210
MERS,H-score,FreqThresh(p=90),FreqThresh,1311,530,1330,9,110,0,-0.0247,0.0,0.0,0.0,0.0,0.0636,,-0.0191,109
MERS,H-score,FreqThresh(p=95),FreqThresh,1311,530,1330,9,110,0,-0.0094,0.0,0.0,0.0,0.0,0.0,,0.0,17
MERS,H-score,"SWAN(w=10,k=1.0)",SWAN,1311,530,1330,9,110,0,-0.0102,0.0,0.0,0.0,0.0,0.0,,0.0,20
MERS,H-score,MutClust-Orig(g=10),MutClust-Orig,1311,530,1330,9,110,0,0.0,0.0134,0.0068,1.0,1.0,1.0,,-0.2866,1330
MERS,E_only,Wavelet(t=1.0),Wavelet,1311,530,1330,9,110,0,-0.0334,0.007,0.0036,0.2222,0.5268,0.3091,,-0.0857,561
MERS,E_only,Wavelet(t=1.5),Wavelet,1311,530,1330,9,110,0,-0.0349,0.0,0.0,0.0,0.0,0.0909,,-0.0273,202
MERS,E_only,Wavelet(t=2.0),Wavelet,1311,530,1330,9,110,0,-0.0178,0.0,0.0,0.0,0.0,0.0273,,-0.0082,59
MERS,E_only,KDE(p=75),KDE,1311,530,1330,9,110,0,0.0581,0.0292,0.015,0.5556,2.2189,0.2182,,-0.0362,333
MERS,E_only,KDE(p=80),KDE,1311,530,1330,9,110,0,0.0504,0.0291,0.015,0.4444,2.2222,0.2,,-0.0309,266
MERS,E_only,KDE(p=85),KDE,1311,530,1330,9,110,0,-0.0347,0.0,0.0,0.0,0.0,0.0,,0.0,200
MERS,E_only,SlidingTest(p=0.01),SlidingTest,1311,530,1330,9,110,0,-0.0209,0.0,0.0,0.0,0.0,0.0,,0.0,80
MERS,E_only,SlidingTest(p=0.05),SlidingTest,1311,530,1330,9,110,0,-0.0277,0.0,0.0,0.0,0.0,0.0,,0.0,135
MERS,E_only,GradPeak(p=0.2),GradPeak,1311,530,1330,9,110,0,0.0064,0.0144,0.0073,0.5556,1.0755,0.5818,,-0.1602,687
MERS,E_only,GradPeak(p=0.5),GradPeak,1311,530,1330,9,110,0,-0.0229,0.0083,0.0042,0.2222,0.6262,0.3727,,-0.1035,472
MERS,E_only,LocalContrast(z=1.0),LocalContrast,1311,530,1330,9,110,0,-0.0245,0.0,0.0,0.0,0.0,0.0636,,-0.0191,108
MERS,E_only,LocalContrast(z=1.5),LocalContrast,1311,530,1330,9,110,0,-0.0138,0.0,0.0,0.0,0.0,0.0636,,-0.0191,36
MERS,E_only,LocalContrast(z=2.0),LocalContrast,1311,530,1330,9,110,0,-0.0123,0.0,0.0,0.0,0.0,0.0364,,-0.0109,29
MERS,E_only,"CUSUM(d=0.3,h=3.0)",CUSUM,1311,530,1330,9,110,0,-0.0648,0.0,0.0,0.0,0.0,0.0545,,-0.0164,507
MERS,E_only,"CUSUM(d=0.5,h=4.0)",CUSUM,1311,530,1330,9,110,0,-0.0381,0.0,0.0,0.0,0.0,0.0364,,-0.0109,234
MERS,E_only,"CUSUM(d=0.5,h=5.0)",CUSUM,1311,530,1330,9,110,0,-0.034,0.0,0.0,0.0,0.0,0.0273,,-0.0082,193
MERS,E_only,AdaptiveKnee,AdaptiveKnee,1311,530,1330,9,110,0,-0.0217,0.0,0.0,0.0,0.0,0.0636,,-0.0191,86
MERS,E_only,ScoreDBSCAN(ep=8),ScoreDBSCAN,1311,530,1330,9,110,0,-0.0068,0.0,0.0,0.0,0.0,0.0364,,-0.0109,9
MERS,E_only,ScoreDBSCAN(ep=15),ScoreDBSCAN,1311,530,1330,9,110,0,-0.0051,0.0,0.0,0.0,0.0,0.0,,0.0,5
MERS,E_only,Spectral(z=1.5),Spectral,1311,530,1330,9,110,0,-0.0196,0.0,0.0,0.0,0.0,0.0364,,-0.0109,71
MERS,E_only,Spectral(z=2.0),Spectral,1311,530,1330,9,110,0,-0.0125,0.0,0.0,0.0,0.0,0.0273,,-0.0082,30
MERS,E_only,Bayes(prior=0.1),Bayes,1311,530,1330,9,110,0,-0.0237,0.0,0.0,0.0,0.0,0.0636,,-0.0191,101
MERS,E_only,Bayes(prior=0.15),Bayes,1311,530,1330,9,110,0,-0.0288,0.0,0.0,0.0,0.0,0.1,,-0.03,144
MERS,E_only,Ensemble(v>=2),Ensemble,1311,530,1330,9,110,0,-0.013,0.0,0.0,0.0,0.0,0.0636,,-0.0191,32
MERS,E_only,Ensemble(v>=3),Ensemble,1311,530,1330,9,110,0,-0.013,0.0,0.0,0.0,0.0,0.0636,,-0.0191,32
MERS,E_only,AdaptWin(s=90),AdaptWin,1311,530,1330,9,110,0,0.0361,0.0174,0.0088,0.8889,1.2963,0.7636,,-0.2117,912
MERS,E_only,AdaptWin(s=85),AdaptWin,1311,530,1330,9,110,0,0.0147,0.0139,0.007,1.0,1.0318,1.0,,-0.2861,1289
MERS,E_only,FreqThresh(p=80),FreqThresh,1311,530,1330,9,110,0,-0.0203,0.0069,0.0036,0.1111,0.5259,0.1545,,-0.0395,281
MERS,E_only,FreqThresh(p=85),FreqThresh,1311,530,1330,9,110,0,-0.034,0.0,0.0,0.0,0.0,0.0636,,-0.0191,193
MERS,E_only,FreqThresh(p=90),FreqThresh,1311,530,1330,9,110,0,-0.024,0.0,0.0,0.0,0.0,0.0636,,-0.0191,104
MERS,E_only,FreqThresh(p=95),FreqThresh,1311,530,1330,9,110,0,-0.0114,0.0,0.0,0.0,0.0,0.0364,,-0.0109,25
MERS,E_only,"SWAN(w=10,k=1.0)",SWAN,1311,530,1330,9,110,0,-0.0149,0.0,0.0,0.0,0.0,0.0,,0.0,42
MERS,E_only,MutClust-Orig(g=10),MutClust-Orig,1311,530,1330,9,110,0,0.0,0.0134,0.0068,1.0,1.0,1.0,,-0.2866,1330
MERS,P*E^2,Wavelet(t=1.0),Wavelet,1311,530,1330,9,110,0,-0.0344,0.0069,0.0035,0.2222,0.5185,0.4727,,-0.1349,570
MERS,P*E^2,Wavelet(t=1.5),Wavelet,1311,530,1330,9,110,0,-0.0366,0.0,0.0,0.0,0.0,0.1273,,-0.0382,219
MERS,P*E^2,Wavelet(t=2.0),Wavelet,1311,530,1330,9,110,0,-0.0205,0.0,0.0,0.0,0.0,0.0273,,-0.0082,77
MERS,P*E^2,KDE(p=75),KDE,1311,530,1330,9,110,0,-0.0477,0.0,0.0,0.0,0.0,0.1,,-0.03,333
MERS,P*E^2,KDE(p=80),KDE,1311,530,1330,9,110,0,-0.0413,0.0,0.0,0.0,0.0,0.0,,0.0,266
MERS,P*E^2,KDE(p=85),KDE,1311,530,1330,9,110,0,-0.0347,0.0,0.0,0.0,0.0,0.0,,0.0,200
MERS,P*E^2,SlidingTest(p=0.05),SlidingTest,1311,530,1330,9,110,0,-0.0216,0.0,0.0,0.0,0.0,0.0,,0.0,85
MERS,P*E^2,GradPeak(p=0.2),GradPeak,1311,530,1330,9,110,0,-0.0411,0.0042,0.0022,0.1111,0.3192,0.3909,,-0.113,463
MERS,P*E^2,GradPeak(p=0.5),GradPeak,1311,530,1330,9,110,0,-0.0327,0.0051,0.0026,0.1111,0.3819,0.3091,,-0.0877,387
MERS,P*E^2,LocalContrast(z=1.0),LocalContrast,1311,530,1330,9,110,0,-0.0274,0.0,0.0,0.0,0.0,0.0909,,-0.0273,132
MERS,P*E^2,LocalContrast(z=1.5),LocalContrast,1311,530,1330,9,110,0,-0.0147,0.0,0.0,0.0,0.0,0.0364,,-0.0109,41
MERS,P*E^2,LocalContrast(z=2.0),LocalContrast,1311,530,1330,9,110,0,-0.0114,0.0,0.0,0.0,0.0,0.0364,,-0.0109,25
MERS,P*E^2,"CUSUM(d=0.3,h=3.0)",CUSUM,1311,530,1330,9,110,0,-0.0445,0.0,0.0,0.0,0.0,0.1455,,-0.0436,300
MERS,P*E^2,"CUSUM(d=0.5,h=4.0)",CUSUM,1311,530,1330,9,110,0,-0.023,0.0,0.0,0.0,0.0,0.0273,,-0.0082,96
MERS,P*E^2,"CUSUM(d=0.5,h=5.0)",CUSUM,1311,530,1330,9,110,0,-0.0178,0.0,0.0,0.0,0.0,0.0,,0.0,59
MERS,P*E^2,AdaptiveKnee,AdaptiveKnee,1311,530,1330,9,110,0,-0.0143,0.0,0.0,0.0,0.0,0.0636,,-0.0191,39
MERS,P*E^2,ScoreDBSCAN(ep=8),ScoreDBSCAN,1311,530,1330,9,110,0,-0.0097,0.0,0.0,0.0,0.0,0.0364,,-0.0109,18
MERS,P*E^2,ScoreDBSCAN(ep=15),ScoreDBSCAN,1311,530,1330,9,110,0,-0.0094,0.0,0.0,0.0,0.0,0.0364,,-0.0109,17
MERS,P*E^2,Spectral(z=1.5),Spectral,1311,530,1330,9,110,0,-0.023,0.0,0.0,0.0,0.0,0.0545,,-0.0164,96
MERS,P*E^2,Spectral(z=2.0),Spectral,1311,530,1330,9,110,0,-0.0153,0.0,0.0,0.0,0.0,0.0273,,-0.0082,44
MERS,P*E^2,Bayes(prior=0.1),Bayes,1311,530,1330,9,110,0,-0.0268,0.0,0.0,0.0,0.0,0.0636,,-0.0191,127
MERS,P*E^2,Bayes(prior=0.15),Bayes,1311,530,1330,9,110,0,-0.0291,0.0,0.0,0.0,0.0,0.0636,,-0.0191,147
MERS,P*E^2,Ensemble(v>=2),Ensemble,1311,530,1330,9,110,0,-0.0114,0.0,0.0,0.0,0.0,0.0364,,-0.0109,25
MERS,P*E^2,Ensemble(v>=3),Ensemble,1311,530,1330,9,110,0,-0.0114,0.0,0.0,0.0,0.0,0.0364,,-0.0109,25
