pathogen,scoring,detector,family,mcc,precision,recall,f1,n_detected
Rabies,stability,"CUSUM(d=0.5,h=4.0)",CUSUM,-0.023031,0.0,0.0,0.0,3
Rabies,stability,"CUSUM(d=0.5,h=5.0)",CUSUM,-0.018786,0.0,0.0,0.0,2
Rabies,stability,AdaptiveKnee,AdaptiveKnee,0.027726,0.094737,0.230769,0.134328,95
Rabies,stability,ScoreDBSCAN(ep=8),ScoreDBSCAN,0.075011,0.15625,0.128205,0.140845,32
Rabies,stability,ScoreDBSCAN(ep=15),ScoreDBSCAN,-0.017958,0.068966,0.153846,0.095238,87
Rabies,stability,Spectral(z=1.5),Spectral,0.015574,0.093023,0.102564,0.097561,43
Rabies,stability,Spectral(z=2.0),Spectral,-0.002192,0.076923,0.051282,0.061538,26
Rabies,stability,Bayes(prior=0.1),Bayes,-0.096554,0.061947,0.538462,0.111111,339
Rabies,stability,Bayes(prior=0.15),Bayes,-0.093694,0.064067,0.589744,0.115578,359
Rabies,stability,AdaptWin(s=90),AdaptWin,-0.031659,0.041667,0.025641,0.031746,24
Rabies,stability,AdaptWin(s=85),AdaptWin,-0.001354,0.078652,0.179487,0.109375,89
Rabies,stability,FreqThresh(p=80),FreqThresh,0.030429,0.101695,0.153846,0.122449,59
Rabies,stability,FreqThresh(p=85),FreqThresh,0.030429,0.101695,0.153846,0.122449,59
Rabies,stability,FreqThresh(p=90),FreqThresh,-0.019883,0.052632,0.025641,0.034483,19
Rabies,stability,FreqThresh(p=95),FreqThresh,-0.001529,0.076923,0.025641,0.038462,13
Rabies,stability,"SWAN(w=10,k=1.0)",SWAN,0.095037,0.119718,0.435897,0.187845,142
Rabies,stability,"SWAN(w=10,k=1.5)",SWAN,0.06656,0.119048,0.25641,0.162602,84
Rabies,stability,"SWAN(w=10,k=2.0)",SWAN,0.14441,0.216216,0.205128,0.210526,37
Rabies,stability,"SWAN(w=20,k=1.0)",SWAN,0.016841,0.08589,0.358974,0.138614,163
Rabies,stability,"SWAN(w=20,k=1.5)",SWAN,0.215741,0.237288,0.358974,0.285714,59
Rabies,stability,"SWAN(w=20,k=2.0)",SWAN,0.247958,0.307692,0.307692,0.307692,39
Rabies,stability,"SWAN(w=50,k=1.0)",SWAN,0.075178,0.112782,0.384615,0.174419,133
Rabies,stability,"SWAN(w=50,k=1.5)",SWAN,0.05881,0.135135,0.128205,0.131579,37
Rabies,stability,"SWAN(w=50,k=2.0)",SWAN,0.0,0.0,0.0,0.0,0
Rabies,stability,MutClust-Orig(g=10),MutClust-Orig,0.01476,0.084746,0.384615,0.138889,177
Rabies,stability_structural,Wavelet(t=1.0),Wavelet,0.084641,0.133333,0.25641,0.175439,75
Rabies,stability_structural,Wavelet(t=1.5),Wavelet,0.080833,0.145833,0.179487,0.16092,48
Rabies,stability_structural,Wavelet(t=2.0),Wavelet,0.155121,0.25,0.179487,0.208955,28
Rabies,stability_structural,KDE(p=75),KDE,0.056147,0.105691,0.333333,0.160494,123
Rabies,stability_structural,KDE(p=80),KDE,0.096424,0.131313,0.333333,0.188406,99
Rabies,stability_structural,KDE(p=85),KDE,0.149937,0.175676,0.333333,0.230088,74
Rabies,stability_structural,SlidingTest(p=0.01),SlidingTest,0.128306,0.333333,0.076923,0.125,9
Rabies,stability_structural,SlidingTest(p=0.05),SlidingTest,0.184393,0.304348,0.179487,0.225806,23
Rabies,stability_structural,GradPeak(p=0.2),GradPeak,0.0,0.0,0.0,0.0,0
Rabies,stability_structural,GradPeak(p=0.5),GradPeak,0.0,0.0,0.0,0.0,0
Rabies,stability_structural,LocalContrast(z=1.0),LocalContrast,0.009829,0.085366,0.179487,0.115702,82
Rabies,stability_structural,LocalContrast(z=1.5),LocalContrast,-0.022834,0.057143,0.051282,0.054054,35
Rabies,stability_structural,LocalContrast(z=2.0),LocalContrast,0.021689,0.125,0.025641,0.042553,8
Rabies,stability_structural,"CUSUM(d=0.3,h=3.0)",CUSUM,-0.044467,0.0,0.0,0.0,11
Rabies,stability_structural,"CUSUM(d=0.5,h=4.0)",CUSUM,-0.023031,0.0,0.0,0.0,3
Rabies,stability_structural,"CUSUM(d=0.5,h=5.0)",CUSUM,-0.018786,0.0,0.0,0.0,2
Rabies,stability_structural,AdaptiveKnee,AdaptiveKnee,0.067471,0.126984,0.205128,0.156863,63
Rabies,stability_structural,ScoreDBSCAN(ep=8),ScoreDBSCAN,0.117613,0.3,0.076923,0.122449,10
Rabies,stability_structural,ScoreDBSCAN(ep=15),ScoreDBSCAN,-0.013695,0.070423,0.128205,0.090909,71
Rabies,stability_structural,Spectral(z=1.5),Spectral,0.097491,0.156863,0.205128,0.177778,51
Rabies,stability_structural,Spectral(z=2.0),Spectral,0.09727,0.210526,0.102564,0.137931,19
Rabies,stability_structural,Bayes(prior=0.1),Bayes,-0.062092,0.067485,0.564103,0.120548,326
Rabies,stability_structural,Bayes(prior=0.15),Bayes,-0.085947,0.064972,0.589744,0.117048,354
Rabies,stability_structural,AdaptWin(s=90),AdaptWin,0.003273,0.083333,0.051282,0.063492,24
Rabies,stability_structural,AdaptWin(s=85),AdaptWin,0.136544,0.205128,0.205128,0.205128,39
Rabies,stability_structural,FreqThresh(p=80),FreqThresh,0.115876,0.189189,0.179487,0.184211,37
Rabies,stability_structural,FreqThresh(p=85),FreqThresh,0.122642,0.214286,0.153846,0.179104,28
Rabies,stability_structural,FreqThresh(p=90),FreqThresh,0.019168,0.105263,0.051282,0.068966,19
Rabies,stability_structural,FreqThresh(p=95),FreqThresh,0.010969,0.1,0.025641,0.040816,10
Rabies,stability_structural,"SWAN(w=10,k=1.0)",SWAN,0.111339,0.135135,0.384615,0.2,111
Rabies,stability_structural,"SWAN(w=10,k=1.5)",SWAN,0.09487,0.147541,0.230769,0.18,61
Rabies,stability_structural,"SWAN(w=10,k=2.0)",SWAN,0.11234,0.173913,0.205128,0.188235,46
Rabies,stability_structural,"SWAN(w=20,k=1.0)",SWAN,0.049063,0.099338,0.384615,0.157895,151
Rabies,stability_structural,"SWAN(w=20,k=1.5)",SWAN,0.155025,0.180556,0.333333,0.234234,72
Rabies,stability_structural,"SWAN(w=20,k=2.0)",SWAN,0.206062,0.32,0.205128,0.25,25
Rabies,stability_structural,"SWAN(w=50,k=1.0)",SWAN,0.070647,0.110294,0.384615,0.171429,136
Rabies,stability_structural,"SWAN(w=50,k=1.5)",SWAN,0.0,0.0,0.0,0.0,0
Rabies,stability_structural,"SWAN(w=50,k=2.0)",SWAN,0.0,0.0,0.0,0.0,0
Rabies,stability_structural,MutClust-Orig(g=10),MutClust-Orig,0.0,0.0,0.0,0.0,0
Rabies,freq_with_indel,Wavelet(t=1.0),Wavelet,-0.100005,0.0,0.0,0.0,51
Rabies,freq_with_indel,Wavelet(t=1.5),Wavelet,-0.085076,0.0,0.0,0.0,38
Rabies,freq_with_indel,Wavelet(t=2.0),Wavelet,-0.078847,0.0,0.0,0.0,33
Rabies,freq_with_indel,KDE(p=75),KDE,-0.065528,0.04878,0.153846,0.074074,123
Rabies,freq_with_indel,KDE(p=80),KDE,-0.147617,0.0,0.0,0.0,99
Rabies,freq_with_indel,KDE(p=85),KDE,-0.12374,0.0,0.0,0.0,74
Rabies,freq_with_indel,SlidingTest(p=0.01),SlidingTest,-0.098907,0.0,0.0,0.0,50
Rabies,freq_with_indel,SlidingTest(p=0.05),SlidingTest,-0.109597,0.0,0.0,0.0,60
Rabies,freq_with_indel,GradPeak(p=0.2),GradPeak,-0.018786,0.0,0.0,0.0,2
Rabies,freq_with_indel,GradPeak(p=0.5),GradPeak,0.0,0.0,0.0,0.0,0
Rabies,freq_with_indel,LocalContrast(z=1.0),LocalContrast,-0.037499,0.051724,0.076923,0.061856,58
Rabies,freq_with_indel,LocalContrast(z=1.5),LocalContrast,-0.01107,0.069767,0.076923,0.073171,43
Rabies,freq_with_indel,LocalContrast(z=2.0),LocalContrast,0.025203,0.107143,0.076923,0.089552,28
Rabies,freq_with_indel,"CUSUM(d=0.3,h=3.0)",CUSUM,-0.022427,0.05,0.025641,0.033898,20
Rabies,freq_with_indel,"CUSUM(d=0.5,h=4.0)",CUSUM,0.002285,0.083333,0.025641,0.039216,12
Rabies,freq_with_indel,"CUSUM(d=0.5,h=5.0)",CUSUM,0.01601,0.111111,0.025641,0.041667,9
Rabies,freq_with_indel,AdaptiveKnee,AdaptiveKnee,-0.093583,0.029703,0.076923,0.042857,101
Rabies,freq_with_indel,ScoreDBSCAN(ep=8),ScoreDBSCAN,0.055557,0.088398,0.820513,0.159601,362
Rabies,freq_with_indel,ScoreDBSCAN(ep=15),ScoreDBSCAN,0.053761,0.085308,0.923077,0.156182,422
Rabies,freq_with_indel,Spectral(z=1.5),Spectral,-0.006987,0.073171,0.076923,0.075,41
Rabies,freq_with_indel,Spectral(z=2.0),Spectral,-0.037818,0.037037,0.025641,0.030303,27
Rabies,freq_with_indel,Bayes(prior=0.1),Bayes,0.0,0.0,0.0,0.0,0
Rabies,freq_with_indel,Bayes(prior=0.15),Bayes,-0.009695,0.068966,0.051282,0.058824,29
Rabies,freq_with_indel,AdaptWin(s=90),AdaptWin,-0.063604,0.033333,0.051282,0.040404,60
Rabies,freq_with_indel,AdaptWin(s=85),AdaptWin,-0.04454,0.054348,0.128205,0.076336,92
Rabies,freq_with_indel,FreqThresh(p=80),FreqThresh,-0.090151,0.030612,0.076923,0.043796,98
Rabies,freq_with_indel,FreqThresh(p=85),FreqThresh,-0.060584,0.040541,0.076923,0.053097,74
Rabies,freq_with_indel,FreqThresh(p=90),FreqThresh,-0.047545,0.040816,0.051282,0.045455,49
Rabies,freq_with_indel,FreqThresh(p=95),FreqThresh,0.000488,0.08,0.051282,0.0625,25
Rabies,freq_with_indel,"SWAN(w=10,k=1.0)",SWAN,-0.063604,0.033333,0.051282,0.040404,60
Rabies,freq_with_indel,"SWAN(w=10,k=1.5)",SWAN,-0.052143,0.038462,0.051282,0.043956,52
Rabies,freq_with_indel,"SWAN(w=10,k=2.0)",SWAN,-0.042746,0.043478,0.051282,0.047059,46
Rabies,freq_with_indel,"SWAN(w=20,k=1.0)",SWAN,-0.049513,0.045455,0.076923,0.057143,66
Rabies,freq_with_indel,"SWAN(w=20,k=1.5)",SWAN,-0.045969,0.041667,0.051282,0.045977,48
Rabies,freq_with_indel,"SWAN(w=20,k=2.0)",SWAN,-0.086283,0.0,0.0,0.0,39
Rabies,freq_with_indel,"SWAN(w=50,k=1.0)",SWAN,-0.087801,0.016393,0.025641,0.02,61
Rabies,freq_with_indel,"SWAN(w=50,k=1.5)",SWAN,-0.089839,0.0,0.0,0.0,42
Rabies,freq_with_indel,"SWAN(w=50,k=2.0)",SWAN,-0.089839,0.0,0.0,0.0,42
Rabies,freq_with_indel,MutClust-Orig(g=10),MutClust-Orig,-0.210639,0.046322,0.435897,0.083744,367
Rabies,entropy_with_indel,Wavelet(t=1.0),Wavelet,-0.108554,0.0,0.0,0.0,59
Rabies,entropy_with_indel,Wavelet(t=1.5),Wavelet,-0.092159,0.0,0.0,0.0,44
Rabies,entropy_with_indel,Wavelet(t=2.0),Wavelet,-0.077559,0.0,0.0,0.0,32
Rabies,entropy_with_indel,KDE(p=75),KDE,0.038765,0.097561,0.307692,0.148148,123
Rabies,entropy_with_indel,KDE(p=80),KDE,0.058879,0.111111,0.282051,0.15942,99
Rabies,entropy_with_indel,KDE(p=85),KDE,-0.12374,0.0,0.0,0.0,74
Rabies,entropy_with_indel,SlidingTest(p=0.01),SlidingTest,-0.100005,0.0,0.0,0.0,51
Rabies,entropy_with_indel,SlidingTest(p=0.05),SlidingTest,-0.107506,0.0,0.0,0.0,58
Rabies,entropy_with_indel,GradPeak(p=0.2),GradPeak,-0.027212,0.045455,0.025641,0.032787,22
Rabies,entropy_with_indel,GradPeak(p=0.5),GradPeak,0.035883,0.166667,0.025641,0.044444,6
Rabies,entropy_with_indel,LocalContrast(z=1.0),LocalContrast,-0.050943,0.044776,0.076923,0.056604,67
Rabies,entropy_with_indel,LocalContrast(z=1.5),LocalContrast,-0.016898,0.065217,0.076923,0.070588,46
Rabies,entropy_with_indel,LocalContrast(z=2.0),LocalContrast,0.028262,0.111111,0.076923,0.090909,27
Rabies,entropy_with_indel,"CUSUM(d=0.3,h=3.0)",CUSUM,-0.031659,0.041667,0.025641,0.031746,24
Rabies,entropy_with_indel,"CUSUM(d=0.5,h=4.0)",CUSUM,-0.046493,0.0,0.0,0.0,12
Rabies,entropy_with_indel,"CUSUM(d=0.5,h=5.0)",CUSUM,-0.040138,0.0,0.0,0.0,9
Rabies,entropy_with_indel,AdaptiveKnee,AdaptiveKnee,-0.087883,0.035714,0.102564,0.05298,112
Rabies,entropy_with_indel,ScoreDBSCAN(ep=8),ScoreDBSCAN,0.081415,0.095092,0.794872,0.169863,326
Rabies,entropy_with_indel,ScoreDBSCAN(ep=15),ScoreDBSCAN,0.060007,0.087065,0.897436,0.15873,402
Rabies,entropy_with_indel,Spectral(z=1.5),Spectral,-0.064359,0.023256,0.025641,0.02439,43
Rabies,entropy_with_indel,Spectral(z=2.0),Spectral,-0.076254,0.0,0.0,0.0,31
Rabies,entropy_with_indel,Bayes(prior=0.1),Bayes,0.0,0.0,0.0,0.0,0
Rabies,entropy_with_indel,Bayes(prior=0.15),Bayes,-0.040138,0.0,0.0,0.0,9
Rabies,entropy_with_indel,AdaptWin(s=90),AdaptWin,-0.052359,0.044118,0.076923,0.056075,68
Rabies,entropy_with_indel,AdaptWin(s=85),AdaptWin,-0.076187,0.045455,0.153846,0.070175,132
Rabies,entropy_with_indel,FreqThresh(p=80),FreqThresh,-0.090151,0.030612,0.076923,0.043796,98
Rabies,entropy_with_indel,FreqThresh(p=85),FreqThresh,-0.060584,0.040541,0.076923,0.053097,74
Rabies,entropy_with_indel,FreqThresh(p=90),FreqThresh,-0.047545,0.040816,0.051282,0.045455,49
Rabies,entropy_with_indel,FreqThresh(p=95),FreqThresh,-0.033774,0.04,0.025641,0.03125,25
Rabies,entropy_with_indel,"SWAN(w=10,k=1.0)",SWAN,-0.033608,0.057143,0.102564,0.073394,70
Rabies,entropy_with_indel,"SWAN(w=10,k=1.5)",SWAN,-0.034311,0.053571,0.076923,0.063158,56
Rabies,entropy_with_indel,"SWAN(w=10,k=2.0)",SWAN,-0.024194,0.06,0.076923,0.067416,50
Rabies,entropy_with_indel,"SWAN(w=20,k=1.0)",SWAN,-0.039532,0.054054,0.102564,0.070796,74
Rabies,entropy_with_indel,"SWAN(w=20,k=1.5)",SWAN,-0.022613,0.063492,0.102564,0.078431,63
Rabies,entropy_with_indel,"SWAN(w=20,k=2.0)",SWAN,-0.089839,0.0,0.0,0.0,42
Rabies,entropy_with_indel,"SWAN(w=50,k=1.0)",SWAN,-0.097105,0.014493,0.025641,0.018519,69
Rabies,entropy_with_indel,"SWAN(w=50,k=1.5)",SWAN,-0.093674,0.015152,0.025641,0.019048,66
Rabies,entropy_with_indel,"SWAN(w=50,k=2.0)",SWAN,-0.09557,0.0,0.0,0.0,47
Rabies,entropy_with_indel,MutClust-Orig(g=10),MutClust-Orig,0.01327,0.079592,1.0,0.147448,490
Rabies,fubar,Wavelet(t=1.0),Wavelet,-0.039532,0.054054,0.102564,0.070796,74
Rabies,fubar,Wavelet(t=1.5),Wavelet,-0.047545,0.040816,0.051282,0.045455,49
Rabies,fubar,Wavelet(t=2.0),Wavelet,-0.073594,0.0,0.0,0.0,29
Rabies,fubar,KDE(p=75),KDE,0.108293,0.130081,0.410256,0.197531,123
Rabies,fubar,KDE(p=80),KDE,0.133968,0.151515,0.384615,0.217391,99
Rabies,fubar,KDE(p=85),KDE,0.086781,0.135135,0.25641,0.176991,74
Rabies,fubar,SlidingTest(p=0.01),SlidingTest,0.002712,0.081633,0.102564,0.090909,49
Rabies,fubar,SlidingTest(p=0.05),SlidingTest,-0.022613,0.063492,0.102564,0.078431,63
Rabies,fubar,GradPeak(p=0.2),GradPeak,0.0,0.0,0.0,0.0,0
Rabies,fubar,GradPeak(p=0.5),GradPeak,0.0,0.0,0.0,0.0,0
Rabies,fubar,LocalContrast(z=1.0),LocalContrast,-0.042746,0.043478,0.051282,0.047059,46
Rabies,fubar,LocalContrast(z=1.5),LocalContrast,-0.055323,0.027027,0.025641,0.026316,37
Rabies,fubar,LocalContrast(z=2.0),LocalContrast,-0.050453,0.029412,0.025641,0.027397,34
Rabies,fubar,"CUSUM(d=0.3,h=3.0)",CUSUM,-0.044467,0.0,0.0,0.0,11
Rabies,fubar,"CUSUM(d=0.5,h=4.0)",CUSUM,-0.040138,0.0,0.0,0.0,9
Rabies,fubar,"CUSUM(d=0.5,h=5.0)",CUSUM,-0.035326,0.0,0.0,0.0,7
Rabies,fubar,AdaptiveKnee,AdaptiveKnee,-0.065789,0.022727,0.025641,0.024096,44
Rabies,fubar,ScoreDBSCAN(ep=8),ScoreDBSCAN,0.090176,0.088785,0.974359,0.162741,428
Rabies,fubar,ScoreDBSCAN(ep=15),ScoreDBSCAN,0.082624,0.085714,1.0,0.157895,455
Rabies,fubar,Spectral(z=1.5),Spectral,-0.080121,0.0,0.0,0.0,34
Rabies,fubar,Spectral(z=2.0),Spectral,-0.065118,0.0,0.0,0.0,23
Rabies,fubar,Bayes(prior=0.1),Bayes,-0.055629,0.0,0.0,0.0,17
Rabies,fubar,Bayes(prior=0.15),Bayes,-0.074933,0.0,0.0,0.0,30
Rabies,fubar,AdaptWin(s=90),AdaptWin,-0.077908,0.018868,0.025641,0.021739,53
Rabies,fubar,AdaptWin(s=85),AdaptWin,-0.110268,0.012346,0.025641,0.016667,81
Rabies,fubar,FreqThresh(p=80),FreqThresh,-0.071307,0.040816,0.102564,0.058394,98
Rabies,fubar,FreqThresh(p=85),FreqThresh,-0.102688,0.013514,0.025641,0.017699,74
Rabies,fubar,FreqThresh(p=90),FreqThresh,-0.072674,0.020408,0.025641,0.022727,49
Rabies,fubar,FreqThresh(p=95),FreqThresh,-0.068036,0.0,0.0,0.0,25
Rabies,fubar,"SWAN(w=10,k=1.0)",SWAN,-0.082624,0.0,0.0,0.0,36
Rabies,fubar,"SWAN(w=10,k=1.5)",SWAN,-0.080121,0.0,0.0,0.0,34
Rabies,fubar,"SWAN(w=10,k=2.0)",SWAN,-0.06659,0.0,0.0,0.0,24
Rabies,fubar,"SWAN(w=20,k=1.0)",SWAN,-0.062909,0.02381,0.025641,0.024691,42
Rabies,fubar,"SWAN(w=20,k=1.5)",SWAN,-0.053729,0.027778,0.025641,0.026667,36
Rabies,fubar,"SWAN(w=20,k=2.0)",SWAN,-0.074933,0.0,0.0,0.0,30
Rabies,fubar,"SWAN(w=50,k=1.0)",SWAN,-0.055323,0.027027,0.025641,0.026316,37
Rabies,fubar,"SWAN(w=50,k=1.5)",SWAN,-0.055323,0.027027,0.025641,0.026316,37
Rabies,fubar,"SWAN(w=50,k=2.0)",SWAN,-0.072236,0.0,0.0,0.0,28
Rabies,fubar,MutClust-Orig(g=10),MutClust-Orig,-0.093064,0.047619,0.230769,0.078947,189
EV-A71,freq,Wavelet(t=1.0),Wavelet,-0.042919,0.073171,0.111111,0.088235,41
EV-A71,freq,Wavelet(t=1.5),Wavelet,-0.032764,0.074074,0.074074,0.074074,27
EV-A71,freq,Wavelet(t=2.0),Wavelet,-0.056391,0.0,0.0,0.0,7
EV-A71,freq,KDE(p=75),KDE,-0.197619,0.0,0.0,0.0,66
EV-A71,freq,KDE(p=80),KDE,-0.171467,0.0,0.0,0.0,53
EV-A71,freq,KDE(p=85),KDE,-0.144513,0.0,0.0,0.0,40
EV-A71,freq,SlidingTest(p=0.01),SlidingTest,-0.089661,0.0,0.0,0.0,17
EV-A71,freq,SlidingTest(p=0.05),SlidingTest,-0.05352,0.060606,0.074074,0.066667,33
EV-A71,freq,GradPeak(p=0.2),GradPeak,0.0,0.0,0.0,0.0,0
EV-A71,freq,GradPeak(p=0.5),GradPeak,0.0,0.0,0.0,0.0,0
EV-A71,freq,LocalContrast(z=1.0),LocalContrast,0.044034,0.15,0.111111,0.12766,20
EV-A71,freq,LocalContrast(z=1.5),LocalContrast,0.07053,0.1875,0.111111,0.139535,16
EV-A71,freq,LocalContrast(z=2.0),LocalContrast,0.086647,0.214286,0.111111,0.146341,14
EV-A71,freq,"CUSUM(d=0.3,h=3.0)",CUSUM,-0.042378,0.0,0.0,0.0,4
EV-A71,freq,"CUSUM(d=0.5,h=4.0)",CUSUM,-0.02985,0.0,0.0,0.0,2
EV-A71,freq,"CUSUM(d=0.5,h=5.0)",CUSUM,-0.02985,0.0,0.0,0.0,2
EV-A71,freq,AdaptiveKnee,AdaptiveKnee,-0.003262,0.1,0.074074,0.085106,20
EV-A71,freq,ScoreDBSCAN(ep=8),ScoreDBSCAN,0.042902,0.114865,0.62963,0.194286,148
EV-A71,freq,ScoreDBSCAN(ep=15),ScoreDBSCAN,0.032548,0.111842,0.62963,0.189944,152
EV-A71,freq,Spectral(z=1.5),Spectral,-0.025031,0.071429,0.037037,0.04878,14
EV-A71,freq,Spectral(z=2.0),Spectral,-0.00226,0.1,0.037037,0.054054,10
EV-A71,freq,Bayes(prior=0.1),Bayes,0.012584,0.125,0.037037,0.057143,8
EV-A71,freq,Bayes(prior=0.15),Bayes,-0.008637,0.090909,0.037037,0.052632,11
EV-A71,freq,AdaptWin(s=90),AdaptWin,-0.007975,0.095238,0.074074,0.083333,21
EV-A71,freq,AdaptWin(s=85),AdaptWin,-0.02985,0.081081,0.111111,0.09375,37
EV-A71,freq,FreqThresh(p=80),FreqThresh,-0.01854,0.090909,0.148148,0.112676,44
EV-A71,freq,FreqThresh(p=85),FreqThresh,-0.028971,0.076923,0.074074,0.075472,26
EV-A71,freq,FreqThresh(p=90),FreqThresh,-0.003262,0.1,0.074074,0.085106,20
EV-A71,freq,FreqThresh(p=95),FreqThresh,0.004755,0.111111,0.037037,0.055556,9
EV-A71,freq,"SWAN(w=10,k=1.0)",SWAN,-0.025031,0.071429,0.037037,0.04878,14
EV-A71,freq,"SWAN(w=10,k=1.5)",SWAN,-0.07457,0.0,0.0,0.0,12
EV-A71,freq,"SWAN(w=10,k=2.0)",SWAN,-0.07457,0.0,0.0,0.0,12
EV-A71,freq,"SWAN(w=20,k=1.0)",SWAN,-0.083879,0.0,0.0,0.0,15
EV-A71,freq,"SWAN(w=20,k=1.5)",SWAN,-0.083879,0.0,0.0,0.0,15
EV-A71,freq,"SWAN(w=20,k=2.0)",SWAN,-0.07457,0.0,0.0,0.0,12
EV-A71,freq,"SWAN(w=50,k=1.0)",SWAN,-0.097854,0.0,0.0,0.0,20
EV-A71,freq,"SWAN(w=50,k=1.5)",SWAN,-0.089661,0.0,0.0,0.0,17
EV-A71,freq,"SWAN(w=50,k=2.0)",SWAN,-0.086806,0.0,0.0,0.0,16
EV-A71,freq,MutClust-Orig(g=10),MutClust-Orig,-0.151307,0.017241,0.037037,0.023529,58
EV-A71,entropy,Wavelet(t=1.0),Wavelet,-0.083033,0.046512,0.074074,0.057143,43
EV-A71,entropy,Wavelet(t=1.5),Wavelet,-0.088621,0.03125,0.037037,0.033898,32
EV-A71,entropy,Wavelet(t=2.0),Wavelet,-0.054227,0.047619,0.037037,0.041667,21
EV-A71,entropy,KDE(p=75),KDE,-0.197619,0.0,0.0,0.0,66
EV-A71,entropy,KDE(p=80),KDE,-0.171467,0.0,0.0,0.0,53
EV-A71,entropy,KDE(p=85),KDE,-0.144513,0.0,0.0,0.0,40
EV-A71,entropy,SlidingTest(p=0.01),SlidingTest,-0.09245,0.0,0.0,0.0,18
EV-A71,entropy,SlidingTest(p=0.05),SlidingTest,-0.105596,0.0,0.0,0.0,23
EV-A71,entropy,GradPeak(p=0.2),GradPeak,0.199424,0.666667,0.074074,0.133333,3
EV-A71,entropy,GradPeak(p=0.5),GradPeak,0.0,0.0,0.0,0.0,0
EV-A71,entropy,LocalContrast(z=1.0),LocalContrast,0.038278,0.142857,0.111111,0.125,21
EV-A71,entropy,LocalContrast(z=1.5),LocalContrast,0.07053,0.1875,0.111111,0.139535,16
EV-A71,entropy,LocalContrast(z=2.0),LocalContrast,0.078287,0.2,0.111111,0.142857,15
EV-A71,entropy,"CUSUM(d=0.3,h=3.0)",CUSUM,-0.052105,0.0,0.0,0.0,6
EV-A71,entropy,"CUSUM(d=0.5,h=4.0)",CUSUM,-0.042378,0.0,0.0,0.0,4
EV-A71,entropy,"CUSUM(d=0.5,h=5.0)",CUSUM,-0.036629,0.0,0.0,0.0,3
EV-A71,entropy,AdaptiveKnee,AdaptiveKnee,-0.032764,0.074074,0.074074,0.074074,27
EV-A71,entropy,ScoreDBSCAN(ep=8),ScoreDBSCAN,-0.006953,0.101449,0.518519,0.169697,138
EV-A71,entropy,ScoreDBSCAN(ep=15),ScoreDBSCAN,0.037732,0.113333,0.62963,0.19209,150
EV-A71,entropy,Spectral(z=1.5),Spectral,0.024232,0.133333,0.074074,0.095238,15
EV-A71,entropy,Spectral(z=2.0),Spectral,-0.00226,0.1,0.037037,0.054054,10
EV-A71,entropy,Bayes(prior=0.1),Bayes,0.012584,0.125,0.037037,0.057143,8
EV-A71,entropy,Bayes(prior=0.15),Bayes,-0.019941,0.076923,0.037037,0.05,13
EV-A71,entropy,AdaptWin(s=90),AdaptWin,-0.016834,0.086957,0.074074,0.08,23
EV-A71,entropy,AdaptWin(s=85),AdaptWin,-0.004817,0.1,0.148148,0.119403,40
EV-A71,entropy,FreqThresh(p=80),FreqThresh,-0.015664,0.090909,0.111111,0.1,33
EV-A71,entropy,FreqThresh(p=85),FreqThresh,-0.02506,0.08,0.074074,0.076923,25
EV-A71,entropy,FreqThresh(p=90),FreqThresh,-0.038677,0.058824,0.037037,0.045455,17
EV-A71,entropy,FreqThresh(p=95),FreqThresh,0.004755,0.111111,0.037037,0.055556,9
EV-A71,entropy,"SWAN(w=10,k=1.0)",SWAN,0.026454,0.125,0.148148,0.135593,32
EV-A71,entropy,"SWAN(w=10,k=1.5)",SWAN,0.049858,0.148148,0.148148,0.148148,27
EV-A71,entropy,"SWAN(w=10,k=2.0)",SWAN,-0.09245,0.0,0.0,0.0,18
EV-A71,entropy,"SWAN(w=20,k=1.0)",SWAN,-0.059836,0.057143,0.074074,0.064516,35
EV-A71,entropy,"SWAN(w=20,k=1.5)",SWAN,-0.108095,0.0,0.0,0.0,24
EV-A71,entropy,"SWAN(w=20,k=2.0)",SWAN,-0.105596,0.0,0.0,0.0,23
EV-A71,entropy,"SWAN(w=50,k=1.0)",SWAN,-0.135873,0.0,0.0,0.0,36
EV-A71,entropy,"SWAN(w=50,k=1.5)",SWAN,-0.124707,0.0,0.0,0.0,31
EV-A71,entropy,"SWAN(w=50,k=2.0)",SWAN,-0.122413,0.0,0.0,0.0,30
EV-A71,entropy,MutClust-Orig(g=10),MutClust-Orig,-0.002621,0.10274,0.555556,0.17341,146
EV-A71,rare_freq,Wavelet(t=1.0),Wavelet,-0.133676,0.0,0.0,0.0,35
EV-A71,rare_freq,Wavelet(t=1.5),Wavelet,-0.122413,0.0,0.0,0.0,30
EV-A71,rare_freq,Wavelet(t=2.0),Wavelet,-0.108095,0.0,0.0,0.0,24
EV-A71,rare_freq,KDE(p=75),KDE,-0.197619,0.0,0.0,0.0,66
EV-A71,rare_freq,KDE(p=80),KDE,-0.171467,0.0,0.0,0.0,53
EV-A71,rare_freq,KDE(p=85),KDE,-0.144513,0.0,0.0,0.0,40
EV-A71,rare_freq,SlidingTest(p=0.01),SlidingTest,-0.115385,0.0,0.0,0.0,27
EV-A71,rare_freq,SlidingTest(p=0.05),SlidingTest,-0.088621,0.03125,0.037037,0.033898,32
EV-A71,rare_freq,GradPeak(p=0.2),GradPeak,0.0,0.0,0.0,0.0,0
